"PRS1_1" "PRS1_2" "PRS1_3" "PRS2_1" "PRS2_2" "PRS2_3" "PRMG_1" "PRMG_2" "PRMG_3" "PRB_1" "PRB_2" "PRB_3"
"T459_00418" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00419" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00420" 0 0 0 0 0 0 0 1 0 0 0 0
"T459_00421" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00422" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00423" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00424" 1 1 0 0 0 0 0 0 0 0 0 0
"T459_00425" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00426" 128 164 59 85 58 43 13 14 10 7 6 2
"T459_00427" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_00428" 0 0 0 0 0 0 0 1 0 0 0 0
"T459_00429" 27 7 97 1 3 0 0 0 0 0 1 0
"T459_00430" 16 22 31 0 0 0 0 0 0 0 0 0
"T459_00431" 148 167 172 299 234 208 71 69 76 4 3 2
"T459_00432" 47 60 96 74 69 80 196 206 127 243 302 326
"T459_00433" 50 30 42 58 48 63 92 82 69 94 52 86
"T459_00434" 2 4 3 0 0 0 0 0 1 0 0 0
"T459_00435" 318 234 188 222 215 276 131 133 150 49 73 32
"T459_00436" 0 1 0 0 0 0 0 0 0 0 0 0
"T459_00437" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00438" 14 8 21 8 9 18 8 15 14 16 22 22
"T459_00439" 32 21 28 32 39 47 62 94 59 67 63 68
"T459_00440" 80 49 39 25 42 46 42 45 24 23 19 7
"T459_00441" 1 0 2 0 1 1 1 1 2 0 0 2
"T459_00442" 3 4 10 8 17 24 24 23 19 16 13 9
"T459_00443" 36 60 43 20 9 9 3 3 3 5 2 3
"T459_00444" 0 2 0 0 0 0 0 0 1 0 0 0
"T459_00445" 0 1 1 0 2 0 2 8 3 3 8 1
"T459_00446" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00447" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00448" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00449" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00450" 70 78 84 91 81 76 26 29 35 19 37 14
"T459_00451" 3 1 5 2 1 3 4 4 1 2 2 0
"T459_00452" 9 3 12 2 5 16 4 6 11 9 10 11
"T459_00453" 41 43 45 33 27 35 41 43 42 68 90 189
"T459_00454" 1 6 2 5 3 2 2 1 1 0 0 0
"T459_00455" 14 11 7 14 5 11 14 9 12 10 10 22
"T459_00456" 22 17 18 10 2 1 1 3 3 0 3 0
"T459_00457" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00458" 32 30 44 21 18 11 8 14 9 4 7 9
"T459_00459" 47 33 29 32 43 100 58 54 30 53 35 51
"T459_00460" 160 176 157 103 97 78 153 138 122 198 192 191
"T459_00461" 83 65 48 73 44 64 23 15 33 32 28 14
"T459_00462" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00463" 7 11 23 14 15 15 16 12 17 30 46 31
"T459_00464" 191 203 185 147 184 136 387 339 301 550 640 554
"T459_00465" 12 1 8 17 4 15 12 9 11 16 7 10
"T459_00466" 23 12 1 0 0 0 0 0 0 0 0 0
"T459_00467" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00468" 8 4 0 3 4 4 2 3 4 11 3 6
"T459_00469" 8 7 2 6 4 14 17 10 15 18 9 15
"T459_00470" 13 13 7 38 29 72 68 62 72 63 45 100
"T459_00471" 4 0 2 3 1 8 5 2 3 3 6 2
"T459_00472" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00473" 255 202 172 155 137 176 77 93 59 56 59 94
"T459_00474" 0 1 2 0 0 1 0 0 0 0 2 2
"T459_00475" 419 309 206 220 179 266 35 70 47 0 8 4
"T459_00476" 164 172 217 65 70 45 66 77 90 37 49 35
"T459_00477" 3 6 0 1 0 2 2 5 1 3 2 2
"T459_00478" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00479" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00480" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00481" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00482" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_00483" 128 143 111 179 206 205 265 281 223 356 235 245
"T459_00484" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00485" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00486" 1 1 0 1 0 0 0 0 0 0 0 0
"T459_00487" 158 154 137 80 79 76 56 53 54 13 18 25
"T459_00488" 425 541 271 417 317 359 526 571 473 817 730 1049
"T459_00489" 21 27 26 29 27 27 100 103 87 110 160 138
"T459_00490" 0 1 2 8 8 6 24 25 15 27 14 23
"T459_00491" 70 64 42 34 41 32 57 84 58 136 64 117
"T459_00492" 21 5 9 12 16 25 29 23 21 25 26 11
"T459_00493" 11 6 17 8 6 18 14 25 20 25 25 22
"T459_00494" 101 110 89 100 107 135 195 211 190 295 259 268
"T459_00495" 139 100 220 19 24 33 7 10 3 6 5 1
"T459_00496" 111 99 111 121 127 175 148 174 152 167 171 214
"T459_00497" 109 162 24 52 44 28 79 51 51 69 41 333
"T459_00498" 103 106 95 84 86 116 129 121 110 200 129 118
"T459_00499" 0 0 0 1 1 1 0 0 0 1 1 0
"T459_00500" 8 11 2 2 3 3 5 2 3 1 1 2
"T459_00501" 21 10 4 4 5 11 5 8 1 3 1 0
"T459_00502" 53 39 60 65 59 68 78 122 93 16 26 12
"T459_00503" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00504" 0 0 0 1 0 0 0 0 0 0 0 0
"T459_00505" 3 2 2 0 0 0 0 0 0 0 0 0
"T459_00506" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00507" 10 10 5 5 6 5 12 2 3 11 4 11
"T459_00508" 15 10 46 14 20 27 40 31 24 48 9 70
"T459_00509" 0 0 3 3 1 3 1 0 0 3 0 8
"T459_00510" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00511" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_00512" 0 0 3 7 11 7 16 30 7 4 5 1
"T459_00513" 667 692 680 509 382 503 1008 1099 991 1142 2460 2009
"T459_00514" 250 294 227 200 158 127 77 85 69 79 62 81
"T459_00515" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00516" 102 109 68 90 67 88 353 294 357 420 585 566
"T459_00517" 1274 1235 1436 923 821 644 515 506 482 213 557 1939
"T459_00518" 0 0 0 3 0 1 1 0 2 0 1 0
"T459_00519" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00520" 0 0 1 0 0 1 0 0 0 2 1 2
"T459_00521" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00522" 0 0 0 0 0 0 0 0 1 0 0 0
"T459_00523" 471 496 280 337 292 348 868 865 925 786 1004 862
"T459_00524" 45 50 30 45 32 50 61 39 40 112 166 141
"T459_00525" 0 2 0 0 0 0 0 0 1 2 0 2
"T459_00526" 1836 2186 1711 1336 1174 1047 1781 2199 1977 2148 9357 5031
"T459_00527" 8 9 1 226 177 146 87 152 88 25 55 51
"T459_00528" 27 43 63 60 37 31 5 17 8 1 2 1
"T459_00529" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_00530" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00531" 67 47 71 117 109 170 197 191 201 155 163 153
"T459_00532" 0 0 0 1 0 1 2 1 1 2 1 0
"T459_00533" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00534" 3 6 0 6 12 12 90 68 48 85 59 44
"T459_00535" 10 5 2 85 54 133 370 265 262 353 217 247
"T459_00536" 0 0 0 1 2 0 0 1 0 0 0 0
"T459_00537" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00538" 5 4 1 4 4 8 6 11 17 9 5 9
"T459_00539" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00540" 2 1 0 2 1 3 1 2 0 0 0 0
"T459_00541" 72 79 61 111 113 119 454 356 321 623 648 643
"T459_00542" 118 97 110 49 46 73 42 71 42 31 9 15
"T459_00543" 1162 1270 956 664 532 570 545 591 331 283 501 187
"T459_00544" 502 469 367 301 289 419 583 492 351 651 642 725
"T459_00545" 1 1 0 4 2 5 2 2 0 1 1 0
"T459_00546" 5 10 6 4 2 4 1 3 4 4 3 0
"T459_00547" 8 9 12 11 14 13 13 28 23 22 22 52
"T459_00548" 197 104 137 91 95 162 66 103 73 33 50 61
"T459_00549" 35 50 59 0 0 0 0 0 0 0 0 0
"T459_00550" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00551" 32 26 30 13 19 9 7 12 1 3 9 9
"T459_00552" 4 5 8 8 6 13 0 0 2 0 1 0
"T459_00553" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00554" 41 44 25 24 19 33 17 20 22 26 25 37
"T459_00555" 194 198 132 55 47 45 13 24 24 5 8 4
"T459_00556" 39 46 50 59 24 30 11 10 26 6 15 7
"T459_00557" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00558" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00559" 2 1 1 0 0 1 1 0 0 0 1 0
"T459_00560" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00561" 2 0 1 1 1 6 4 4 5 3 1 2
"T459_00562" 3 14 1 28 17 26 97 31 50 245 241 287
"T459_00563" 0 4 0 2 0 0 2 0 1 1 3 2
"T459_00564" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00565" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00566" 4 10 5 1 1 0 0 0 0 0 0 0
"T459_00567" 230 286 220 249 196 183 230 246 186 309 268 377
"T459_00568" 222 288 153 105 85 58 43 65 47 20 20 21
"T459_00569" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00570" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00571" 639 510 625 876 800 1695 475 522 431 576 499 635
"T459_00572" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00573" 86 68 69 185 154 174 311 295 295 488 348 389
"T459_00574" 163 160 164 232 241 242 285 268 277 233 215 138
"T459_00575" 2 3 0 0 0 3 5 4 3 3 2 1
"T459_00576" 9 19 10 17 20 14 17 21 18 19 28 23
"T459_00577" 0 0 0 0 0 0 0 0 0 0 1 1
"T459_00578" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00579" 1 1 0 0 0 2 11 0 4 2 5 3
"T459_00580" 0 0 0 0 0 2 0 0 0 0 0 0
"T459_00581" 4 2 8 5 6 5 12 16 17 16 23 14
"T459_00582" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00583" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00584" 24 50 45 48 41 44 60 68 75 125 151 182
"T459_00585" 11 13 17 5 12 12 10 10 5 5 11 13
"T459_00586" 5 5 20 0 0 0 0 0 0 0 0 0
"T459_00587" 32 28 31 33 34 41 135 98 111 147 71 97
"T459_00588" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00589" 96 135 81 88 70 62 117 89 81 98 113 99
"T459_00590" 86 104 98 154 119 86 502 441 296 905 1074 697
"T459_00591" 1 2 2 2 2 2 0 0 0 0 0 0
"T459_00592" 10 9 193 7 2 13 20 7 10 5 3350 2285
"T459_00593" 8 12 151 15 15 12 189 163 179 128 7156 4158
"T459_00594" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00595" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00596" 1 1 0 0 1 0 0 0 2 1 0 0
"T459_00597" 0 0 0 0 0 0 1 1 1 1 0 0
"T459_00598" 12 8 20 1 0 0 0 0 0 0 0 0
"T459_00599" 31 15 16 15 20 25 10 19 9 13 7 8
"T459_00600" 556 416 225 379 339 620 399 424 358 311 255 405
"T459_00601" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00602" 389 343 771 345 331 331 798 898 394 609 719 621
"T459_00603" 6 6 43 282 215 204 117 77 190 32 46 6
"T459_00604" 346 254 232 326 246 272 232 273 271 182 257 215
"T459_00605" 352 248 244 169 154 239 186 192 165 88 97 144
"T459_00606" 573 516 398 328 267 304 500 506 455 526 591 498
"T459_00607" 2 4 0 11 10 4 1 0 2 0 0 0
"T459_00608" 1263 1204 1821 2304 2691 2615 2227 2402 2679 1303 1181 955
"T459_00609" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00610" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00611" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00612" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00613" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00614" 2 8 5 4 5 1 0 1 3 5 5 4
"T459_00615" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00616" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00617" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00618" 68 92 72 104 84 103 122 120 127 168 104 104
"T459_00619" 28 33 44 41 54 50 72 82 76 83 73 72
"T459_00620" 51 49 45 65 64 74 83 75 67 70 75 75
"T459_00621" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00622" 91 86 145 113 104 150 181 179 160 159 246 181
"T459_00623" 55 52 43 79 67 70 130 138 131 201 98 123
"T459_00624" 5 1 9 0 1 0 1 0 0 3 0 0
"T459_00625" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00626" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00627" 121 81 65 63 44 101 82 84 55 81 67 75
"T459_00628" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00629" 12 13 28 20 24 41 28 32 32 33 28 26
"T459_00630" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00631" 10 4 17 16 18 20 37 35 21 43 36 22
"T459_00632" 42 46 23 37 48 53 31 48 35 35 16 20
"T459_00633" 1 1 1 1 1 1 5 7 3 2 1 0
"T459_00634" 261 180 223 158 158 183 121 172 103 81 103 76
"T459_00635" 1123 999 986 915 898 1176 1546 1486 1312 1378 987 939
"T459_00636" 49 45 52 3 7 7 0 0 1 0 0 0
"T459_00637" 24 38 30 135 97 97 158 175 158 615 1760 534
"T459_00638" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00639" 402 641 398 1369 1025 684 936 1171 1112 833 863 524
"T459_00640" 1 0 0 0 0 0 2 1 0 1 1 1
"T459_00641" 20 22 19 22 6 18 4 9 7 9 10 4
"T459_00642" 27 26 21 22 15 20 27 25 27 30 26 16
"T459_00643" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00644" 14 12 14 6 12 16 9 25 19 17 15 12
"T459_00645" 39 46 16 33 29 27 43 38 47 33 37 41
"T459_00646" 48 32 43 38 45 71 95 78 81 79 50 77
"T459_00647" 1 0 1 0 0 0 10 13 3 0 7 6
"T459_00648" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_00649" 0 0 0 1 1 0 11 9 10 32 18 41
"T459_00650" 321 278 238 321 300 301 494 481 421 558 382 600
"T459_00651" 0 0 0 0 0 0 0 0 0 0 1 0
"T459_00652" 1 1 2 0 3 0 2 4 1 2 3 0
"T459_00653" 441 348 112 220 241 219 356 347 226 916 302 664
"T459_00654" 3 1 0 1 4 4 0 4 1 0 0 0
"T459_00655" 0 1 5 0 0 0 0 0 0 0 0 0
"T459_00656" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00657" 1 0 5 3 7 0 1 0 1 2 4 2
"T459_00658" 924 794 522 907 897 1029 1420 1360 1103 1467 848 1192
"T459_00659" 40 28 43 28 30 41 31 32 21 26 27 36
"T459_00660" 30 26 30 21 37 28 50 32 30 93 54 87
"T459_00661" 3 1 5 3 5 3 7 6 1 11 9 7
"T459_00662" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00663" 126 98 120 84 78 133 100 107 85 167 123 223
"T459_00664" 1 1 0 0 0 0 0 0 0 0 0 0
"T459_00665" 134 77 111 118 136 170 217 210 197 227 131 165
"T459_00666" 59 67 56 68 82 107 103 120 92 157 93 133
"T459_00667" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00668" 96 115 92 32 34 39 4 3 5 2 2 0
"T459_00669" 38 60 49 45 44 67 48 56 55 48 71 45
"T459_00670" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00671" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00672" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00673" 31 17 17 21 21 28 29 30 37 15 23 41
"T459_00674" 62 35 43 80 50 118 135 103 120 148 173 249
"T459_00675" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00676" 1 1 0 0 0 0 2 0 0 0 0 1
"T459_00677" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00678" 284 302 300 418 386 439 418 438 404 356 294 281
"T459_00679" 56 67 70 97 75 65 99 96 100 96 61 61
"T459_00680" 27 29 33 40 60 80 72 75 92 61 59 47
"T459_00681" 1 3 4 2 2 2 4 3 0 2 0 2
"T459_00682" 45 54 63 97 72 94 86 116 101 96 130 116
"T459_00683" 1 0 2 1 1 0 2 12 3 8 1 10
"T459_00684" 24 16 53 13 17 11 1 3 1 1 4 1
"T459_00685" 27 19 38 29 17 44 31 39 40 47 35 62
"T459_00686" 0 0 0 0 0 2 4 2 0 8 4 2
"T459_00687" 0 0 0 4 5 4 8 8 10 9 5 6
"T459_00688" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00689" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00690" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00691" 169 119 100 108 109 159 100 100 93 53 36 61
"T459_00692" 13 14 18 21 15 16 10 15 5 6 6 5
"T459_00693" 0 0 0 0 0 1 0 0 0 0 0 0
"T459_00694" 0 1 0 0 0 2 0 0 0 0 0 0
"T459_00695" 70 70 71 60 67 49 54 76 54 51 57 66
"T459_00696" 4 5 2 5 4 7 10 10 4 14 5 6
"T459_00697" 129 107 81 91 89 113 160 118 104 104 133 165
"T459_00698" 5 4 12 5 3 4 0 3 2 2 0 0
"T459_00699" 2 6 4 0 0 1 1 1 1 0 1 0
"T459_00700" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00701" 0 0 1 0 0 4 2 1 1 2 1 2
"T459_00702" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00703" 2 1 2 1 0 0 1 9 0 1 0 1
"T459_00704" 0 0 0 1 0 1 1 1 0 0 0 0
"T459_00705" 56 78 62 118 120 69 180 168 175 200 174 198
"T459_00706" 64 93 84 131 139 117 183 239 219 205 169 174
"T459_00707" 12 5 9 6 14 20 12 16 16 22 27 41
"T459_00708" 129 135 134 203 173 184 261 252 138 577 1378 416
"T459_00709" 2 0 1 0 4 6 2 6 4 9 9 7
"T459_00710" 76 93 87 124 123 104 187 227 170 284 206 152
"T459_00711" 106 110 104 113 106 131 244 227 248 284 210 220
"T459_00712" 31 39 22 17 24 25 22 32 33 41 41 30
"T459_00713" 764 689 669 588 464 575 577 593 567 664 3104 1515
"T459_00714" 81 97 103 42 30 64 31 39 20 12 23 4
"T459_00715" 39 44 39 63 48 46 60 71 71 112 58 102
"T459_00716" 478 604 325 171 181 239 324 304 290 365 397 313
"T459_00717" 9 19 0 11 8 18 31 25 22 27 11 15
"T459_00718" 0 4 2 9 4 8 6 6 6 3 3 1
"T459_00719" 139 141 96 98 99 77 84 83 75 125 144 98
"T459_00720" 13 12 17 18 19 17 39 35 31 33 26 19
"T459_00721" 432 385 278 197 167 278 224 280 237 261 195 254
"T459_00722" 47 72 69 110 88 80 101 117 88 19 65 178
"T459_00723" 1 0 0 1 0 0 4 0 1 1 1 1
"T459_00724" 3 9 2 1 2 3 2 3 2 2 2 4
"T459_00725" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00726" 3 2 0 2 0 0 1 0 0 0 0 0
"T459_00727" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00728" 1 0 1 7 10 8 282 160 164 50 139 42
"T459_00729" 266 336 312 278 202 280 581 449 404 690 848 747
"T459_00730" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00731" 374 288 119 168 158 317 390 350 276 305 311 504
"T459_00732" 0 0 0 0 0 0 1 0 0 0 2 0
"T459_00733" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00734" 94 51 86 36 33 76 123 111 96 87 86 68
"T459_00735" 16 22 14 5 21 24 27 28 32 13 15 11
"T459_00736" 56 74 83 86 75 84 133 196 140 132 186 228
"T459_00737" 0 1 0 0 0 0 1 0 0 2 1 2
"T459_00738" 28 26 41 24 30 34 39 33 40 29 48 35
"T459_00739" 190 191 170 246 233 250 266 320 181 308 293 256
"T459_00740" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00741" 11 9 7 8 2 11 2 0 2 3 6 3
"T459_00742" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00743" 42 49 50 27 40 52 71 72 142 65 126 71
"T459_00744" 50 46 22 64 47 86 76 81 64 62 52 62
"T459_00745" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00746" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00747" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00748" 0 0 0 0 0 0 0 0 0 0 0 1
"T459_00749" 54 50 41 57 52 110 102 102 90 136 104 122
"T459_00750" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00751" 75 62 49 17 16 13 19 16 11 8 7 2
"T459_00752" 46 39 74 111 92 201 140 159 204 59 154 59
"T459_00753" 2 2 2 0 2 3 5 2 2 1 2 0
"T459_00754" 2 0 2 1 0 1 2 5 4 0 2 0
"T459_00755" 23 29 60 25 39 32 66 63 72 72 27 2
"T459_00756" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00757" 172 223 184 147 155 127 232 233 256 195 200 124
"T459_00758" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00759" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00760" 14 30 20 111 86 114 111 137 119 196 167 186
"T459_00761" 187 208 231 228 203 272 417 461 429 453 287 346
"T459_00762" 10 3 9 7 3 11 13 6 11 14 4 12
"T459_00763" 0 0 0 3 1 1 19 11 2 6 8 12
"T459_00764" 107 105 50 90 84 90 152 140 103 193 120 132
"T459_00765" 23 18 32 28 31 24 89 118 120 67 32 36
"T459_00766" 1 3 8 0 0 4 1 2 3 14 17 16
"T459_00767" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00768" 41 33 31 26 21 40 38 38 48 42 39 18
"T459_00769" 0 0 0 3 0 1 1 0 1 0 3 3
"T459_00770" 9 1 1 0 3 3 3 0 3 3 2 3
"T459_00771" 54 22 39 46 42 57 64 62 56 50 53 40
"T459_00772" 1 2 3 6 2 7 5 4 3 4 5 3
"T459_00773" 5 1 3 1 2 10 1 4 6 4 1 2
"T459_00774" 0 0 0 0 2 2 0 1 0 0 3 0
"T459_00775" 5 6 3 2 1 13 6 8 3 2 11 11
"T459_00776" 35 17 18 27 18 34 44 29 24 23 27 30
"T459_00777" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00778" 344 349 394 424 392 421 561 537 545 626 369 357
"T459_00779" 105 54 80 40 28 56 20 26 18 5 7 7
"T459_00780" 118 126 95 183 140 183 195 243 251 145 65 43
"T459_00781" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00782" 10 9 11 6 4 6 9 11 5 1 9 9
"T459_00783" 3 2 1 2 0 2 1 1 0 0 0 0
"T459_00784" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00785" 7813 14624 5680 9042 9070 8619 483 943 1093 89 90 78
"T459_00786" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00787" 27 26 28 36 45 38 41 55 34 49 36 43
"T459_00788" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00789" 208 168 121 209 156 216 196 264 178 381 461 380
"T459_00790" 107 36 67 50 42 133 140 131 124 130 67 125
"T459_00791" 32 23 23 24 18 52 61 51 41 67 27 41
"T459_00792" 80 71 81 73 72 133 153 155 139 210 124 207
"T459_00793" 158 214 120 388 380 404 611 655 576 595 396 552
"T459_00794" 54 48 39 47 73 60 106 96 84 76 59 62
"T459_00795" 16 22 15 41 50 39 42 41 61 57 37 23
"T459_00796" 15 15 1 15 9 25 25 16 16 32 21 21
"T459_00797" 214 215 188 136 90 113 26 35 32 12 32 11
"T459_00798" 50 67 41 95 76 80 85 92 98 142 119 120
"T459_00799" 0 0 0 0 0 0 1 0 0 0 1 2
"T459_00800" 1 1 0 0 0 1 1 0 0 0 0 0
"T459_00801" 92 90 58 141 137 128 177 163 184 186 155 130
"T459_00802" 62 101 51 64 41 53 85 96 76 98 193 254
"T459_00803" 90 70 67 76 65 80 73 77 79 85 92 126
"T459_00804" 31 17 25 37 47 53 37 44 27 31 26 41
"T459_00805" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00806" 20 5 18 15 10 16 24 26 14 17 21 26
"T459_00807" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00808" 862 977 496 969 804 941 880 947 812 674 420 439
"T459_00809" 213 197 152 158 151 172 102 141 148 180 72 52
"T459_00810" 455 384 420 459 479 754 654 649 655 566 598 705
"T459_00811" 0 1 0 0 0 0 0 0 1 0 0 0
"T459_00812" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00813" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00814" 34 26 18 29 41 61 230 214 158 343 80 106
"T459_00815" 1 1 0 0 0 3 0 1 1 2 3 0
"T459_00816" 0 1 0 1 0 0 0 0 0 0 0 0
"T459_00817" 126 116 115 150 154 123 278 294 266 279 246 273
"T459_00818" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00819" 0 0 0 1 0 0 2 4 4 6 2 3
"T459_00820" 0 0 1 3 2 3 1 4 0 5 0 5
"T459_00821" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00822" 26 17 42 0 0 0 0 0 0 0 0 0
"T459_00823" 1 1 0 0 0 0 0 0 0 0 0 0
"T459_00824" 0 0 0 0 0 0 0 1 0 2 1 1
"T459_00825" 16 11 4 1 0 1 0 0 0 0 0 0
"T459_00826" 303 468 292 264 243 155 198 204 158 230 218 226
"T459_00827" 3 3 0 0 0 0 0 0 0 0 0 0
"T459_00828" 1 0 0 0 0 0 0 0 0 0 0 0
"T459_00829" 7 2 4 0 0 1 0 0 0 0 0 0
"T459_00830" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00831" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00832" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00833" 29 28 19 15 11 14 5 16 10 9 5 3
"T459_00834" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00835" 95 84 51 42 50 65 54 48 55 44 61 16
"T459_00836" 157 124 159 232 261 341 651 477 497 661 539 492
"T459_00837" 0 2 1 2 4 6 0 2 1 1 1 0
"T459_00838" 0 3 3 22 16 28 62 47 51 70 26 34
"T459_00839" 50 40 33 39 45 47 46 52 43 65 51 49
"T459_00840" 177 177 89 161 178 193 175 189 206 37 28 18
"T459_00841" 49 76 56 68 72 77 176 126 118 346 343 406
"T459_00842" 0 0 0 0 0 0 1 0 0 1 0 0
"T459_00843" 37 34 36 50 29 35 44 52 39 47 38 55
"T459_00844" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00845" 61 92 95 70 54 68 74 79 71 71 83 67
"T459_00846" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00847" 0 0 0 0 0 0 0 0 0 0 0 0
"T459_00848" 121 113 97 152 131 119 253 256 229 263 273 321
"T459_00849" 0 0 0 0 0 0 0 0 0 0 2 1
