"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"ortho_8" 1.20566280461745 -0.627989849724244 1.22774493072045 -0.509269506697614 0.610563328834417 0.745875381824631
"ortho_4" 0.937366389373372 -2.04576770529223 1.31946192577615 -1.49892333302759 0.133893522447734 0.26448917488444
"ortho_5" 23.3329971667356 -0.540496499565142 0.445154618340405 -1.21408945831655 0.224713565052151 0.385623428750658
"ortho_10" 31.582658811453 0.469960176258788 0.402399176679288 1.16639432714608 0.243455051078621 0.406618792240741
"ortho_11" 426.251295322119 -0.666710577453871 0.157142203019554 -4.24271938635943 2.20827490316039e-05 0.00019006245068957
"ortho_12" 215.327005043146 -0.127762883931149 0.198125226532284 -0.644932086580504 0.518971197241976 0.674777288440488
"ortho_13" 66.1695329236388 -0.0284667317034739 0.234341473240646 -0.12198522130123 0.902910722549027 0.948158361424535
"ortho_14" 116.221745454283 -0.461367973067388 0.258172562452115 -1.78693372365032 0.0739482011257189 0.167756541910108
"ortho_15" 93.3660195867207 -1.09051783984035 0.21724152592491 -5.01903104650834 5.19327571764962e-07 7.24922126283306e-06
"ortho_16" 14.7608247136375 -2.95224831466994 0.862703054558694 -3.09663697013235 0.00195729414152019 0.00882783686937174
"ortho_17" 23.3684456885468 -2.42148575656171 1.00276326676854 -2.37075231528931 0.0177519227597552 0.0550272180557136
"ortho_19" 155.016225571862 -1.62504906280997 0.59413235552917 -2.73317464178768 0.00627270625990944 0.0232903260205897
"ortho_20" 289.098069806753 0.263765675067311 0.176476792698421 1.49459516417286 0.135020128981037 0.265821820546912
"ortho_21" 265.109748988957 0.399079988518142 0.187792064068885 2.12481130012516 0.0336023615434882 0.0903505131169317
"ortho_22" 355.34226036169 0.801133291542372 0.206981741762431 3.86999270365516 0.00010883861057694 0.000744321102720751
"ortho_23" 0.618155223277073 -0.0281241855771663 1.32076186969018 -0.0173985711594794 0.98611864903329 0.994915224356323
"ortho_24" 0.468895082260018 1.14833398814236 1.17314311382327 0.77598071845764 0.437760370635201 NA
"ortho_25" 164.975861889412 -0.960165198367678 0.186991846420462 -5.13445824272527 2.82957906590166e-07 4.18834673144034e-06
