Orthogroup	Duplications (all)	Duplications (50% support)
OG0001389	3	3
OG0001390	3	3
OG0001391	2	2
OG0001392	3	3
OG0001393	4	4
OG0001394	3	3
OG0001395	4	4
OG0001396	2	2
OG0001397	3	3
OG0001398	3	3
OG0001399	4	4
OG0001400	4	4
OG0001401	5	5
OG0001402	3	3
OG0001403	3	3
OG0001404	3	3
OG0001405	3	3
OG0001406	3	3
OG0001407	5	5
OG0001408	4	4
OG0001409	5	5
OG0001410	4	4
OG0001411	3	3
OG0001412	3	3
OG0001413	4	4
OG0001414	3	3
OG0001415	3	3
OG0001416	4	4
OG0001417	4	4
OG0001418	4	4
OG0001419	4	4
OG0001420	4	4
OG0001421	3	3
OG0001422	5	5
OG0001423	4	4
OG0001424	4	4
OG0001425	2	2
OG0001426	4	4
OG0001427	5	5
OG0001428	4	4
OG0001429	4	4
OG0001430	3	3
OG0001431	2	2
OG0001432	4	4
OG0001433	4	4
OG0001434	4	4
OG0001435	3	3
OG0001436	3	3
OG0001437	4	4
OG0001438	2	2
OG0001439	3	3
OG0001440	3	3
OG0001441	2	2
OG0001442	4	4
OG0001443	2	2
OG0001444	3	3
OG0001445	3	3
OG0001446	3	3
OG0001447	3	3
OG0001448	5	5
OG0001449	3	3
OG0001450	4	4
OG0001451	3	3
OG0001452	5	5
OG0001453	4	4
OG0001454	3	3
OG0001455	3	3
OG0001456	4	4
OG0001457	3	3
OG0001458	3	3
OG0001459	4	4
OG0001460	3	3
OG0001461	3	3
OG0001462	4	4
OG0001463	4	4
OG0001464	2	2
OG0001465	3	3
OG0001466	4	4
OG0001467	5	5
OG0001468	4	4
OG0001469	3	3
OG0001470	2	2
OG0001471	3	3
OG0001472	3	3
OG0001473	3	3
OG0001474	4	4
OG0001475	4	4
OG0001476	4	4
OG0001477	5	5
OG0001478	5	5
OG0001479	4	4
OG0001480	4	4
OG0001481	3	3
OG0001482	5	5
OG0001483	4	4
OG0001484	3	3
OG0001485	4	4
OG0001486	5	5
OG0001487	3	3
OG0001488	4	4
OG0001489	2	2
OG0001490	4	4
OG0001491	3	3
OG0001492	3	3
OG0001493	3	3
OG0001494	4	4
OG0001495	5	5
OG0001496	4	4
OG0001497	2	2
OG0001498	3	3
OG0001499	4	4
OG0001500	3	3
OG0001501	3	3
OG0001502	3	3
OG0001503	4	4
OG0001504	2	2
OG0001505	3	3
OG0001506	4	4
OG0001507	5	5
OG0001508	2	2
OG0001509	5	5
OG0001510	4	4
OG0001511	5	5
OG0001512	3	3
OG0001513	3	3
OG0001514	4	4
OG0001515	2	2
OG0001516	5	5
OG0001517	4	4
OG0001518	4	4
OG0001519	2	2
OG0001520	3	3
OG0001521	4	4
OG0001522	3	3
OG0001523	2	2
OG0001524	4	4
OG0001525	4	4
OG0001526	3	3
OG0001527	4	4
OG0001528	3	3
OG0001529	3	3
OG0001530	4	4
OG0001531	3	3
OG0001532	3	3
OG0001533	2	2
OG0001534	4	4
OG0001535	4	4
OG0001536	3	3
OG0001537	3	3
OG0001538	5	5
OG0001539	3	3
OG0001540	5	5
OG0001541	3	3
OG0001542	4	4
OG0001543	2	2
OG0001544	4	4
OG0001545	4	4
OG0001546	3	3
OG0001547	2	2
OG0001548	3	3
OG0001549	4	4
OG0001550	4	4
OG0001551	4	4
OG0001552	3	3
OG0001553	3	3
OG0001554	3	3
OG0001555	4	4
OG0001556	5	5
OG0001557	4	4
OG0001558	4	4
OG0001559	4	4
OG0001560	5	5
OG0001561	4	4
OG0001562	3	3
OG0001563	2	2
OG0001564	2	2
OG0001565	2	2
OG0001566	4	4
OG0001567	4	4
OG0001568	4	4
OG0001569	4	4
OG0001570	4	4
OG0001571	4	4
OG0001572	4	4
OG0001573	3	3
OG0001574	5	5
OG0001575	4	4
OG0001576	4	4
OG0001577	4	4
OG0001578	4	4
OG0001579	5	5
OG0001580	3	3
OG0001581	4	4
OG0001582	5	5
OG0001583	3	3
OG0001584	4	4
OG0001585	2	2
OG0001586	3	3
OG0001587	3	3
OG0001588	3	3
OG0001589	3	3
OG0001590	4	4
OG0001591	3	3
OG0001592	4	4
OG0001593	4	4
OG0001594	2	2
OG0001595	5	5
OG0001596	3	3
OG0001597	3	3
OG0001598	4	4
OG0001599	2	2
OG0001600	5	5
OG0001601	3	3
OG0001602	4	4
OG0001603	4	4
OG0001604	4	4
OG0001605	3	3
OG0001606	2	2
OG0001607	3	3
OG0001608	4	4
OG0001609	5	5
OG0001610	3	3
OG0001611	4	4
OG0001612	3	3
OG0001613	3	3
OG0001614	3	3
OG0001615	4	4
OG0001616	4	4
OG0001617	3	3
OG0001618	4	4
OG0001619	3	3
OG0001620	3	3
OG0001621	3	3
OG0001622	4	4
OG0001623	4	4
OG0001624	4	4
OG0001625	4	4
OG0001626	4	4
OG0001627	4	4
OG0001628	3	3
OG0001629	3	3
OG0001630	3	3
OG0001631	2	2
OG0001632	3	3
OG0001633	4	4
OG0001634	4	4
OG0001635	3	3
OG0001636	4	4
OG0001637	2	2
OG0001638	3	3
OG0001639	3	3
OG0001640	3	3
OG0001641	4	4
OG0001642	4	4
OG0001643	3	3
OG0001644	3	3
OG0001645	3	3
OG0001646	4	4
OG0001647	3	3
OG0001648	4	4
OG0001649	2	2
OG0001650	3	3
OG0001651	3	3
OG0001652	4	4
OG0001653	4	4
OG0001654	3	3
OG0001655	3	3
OG0001656	4	4
OG0001657	4	4
OG0001658	4	4
OG0001659	3	3
OG0001660	4	4
OG0001661	4	4
OG0001662	3	3
OG0001663	3	3
OG0001664	3	3
OG0001665	4	4
OG0001666	2	2
OG0001667	4	4
OG0001668	2	2
OG0001669	4	4
OG0001670	4	4
OG0001671	4	4
OG0001672	4	4
OG0001673	4	4
OG0001674	4	4
OG0001675	4	4
OG0001676	4	4
OG0001677	4	4
OG0001678	4	4
OG0001679	3	3
OG0001680	4	4
OG0001681	4	4
OG0001682	4	4
OG0001683	4	4
OG0001684	3	3
OG0001685	4	4
OG0001686	3	3
OG0001687	3	3
OG0001688	2	2
OG0001689	4	4
OG0001690	4	4
OG0001691	4	4
OG0001692	4	4
OG0001693	4	4
OG0001694	4	4
OG0001695	3	3
OG0001696	4	4
OG0001697	4	4
OG0001698	4	4
OG0001699	3	3
OG0001700	4	4
OG0001701	4	4
OG0001702	4	4
OG0001703	4	4
OG0001704	5	5
OG0001705	4	4
OG0001706	4	4
OG0001707	4	4
OG0001708	4	4
OG0001709	3	3
OG0001710	3	3
OG0001711	4	4
OG0001712	5	5
OG0001713	5	5
OG0001714	5	5
OG0001715	5	5
OG0001716	5	5
OG0001717	5	5
OG0001718	5	5
OG0001719	5	5
OG0001720	5	5
OG0001721	5	5
OG0001722	5	5
OG0001723	5	5
OG0001724	5	5
OG0001725	5	5
OG0001726	5	5
OG0001727	5	5
OG0001728	5	5
OG0001729	5	5
OG0001730	5	5
OG0001731	5	5
OG0001732	5	5
OG0001733	5	5
OG0001734	5	5
OG0001735	5	5
OG0001736	5	5
OG0001737	5	5
OG0001738	5	5
OG0001739	5	5
OG0001740	5	5
OG0001741	5	5
OG0001742	5	5
OG0001743	5	5
OG0001744	5	5
OG0001745	5	5
OG0001746	5	5
OG0001747	5	5
OG0001748	5	5
OG0001749	5	5
OG0001750	5	5
OG0001751	5	5
OG0001752	5	5
OG0001753	5	5
OG0001754	5	5
OG0001755	3	3
OG0001756	4	4
OG0001757	3	3
OG0001758	2	2
OG0001759	3	3
OG0001760	4	4
OG0001761	4	4
OG0001762	3	3
OG0001763	4	4
OG0001764	3	3
OG0001765	3	3
OG0001766	4	4
OG0001767	3	3
OG0001768	2	2
OG0001769	2	2
OG0001770	3	3
OG0001771	2	2
OG0001772	4	4
OG0001773	2	2
OG0001774	2	2
OG0001775	2	2
OG0001776	3	3
OG0001777	2	2
OG0001778	2	2
OG0001779	4	4
OG0001780	2	2
OG0001781	2	2
OG0001782	2	2
OG0001783	3	3
OG0001784	2	2
OG0001785	2	2
OG0001786	2	2
OG0001787	3	3
OG0001788	2	2
OG0001789	2	2
OG0001790	3	3
OG0001791	2	2
OG0001792	2	2
OG0001793	2	2
OG0001794	4	4
OG0001795	2	2
OG0001796	4	4
OG0001797	2	2
OG0001798	3	3
OG0001799	2	2
OG0001800	2	2
OG0001801	3	3
OG0001802	3	3
OG0001803	3	3
OG0001804	3	3
OG0001805	2	2
OG0001806	3	3
OG0001807	3	3
OG0001808	3	3
OG0001809	3	3
OG0001810	2	2
OG0001811	3	3
OG0001812	3	3
OG0001813	4	4
OG0001814	3	3
OG0001815	2	2
OG0001816	3	3
OG0001817	3	3
OG0001818	2	2
OG0001819	2	2
OG0001820	4	4
OG0001821	3	3
OG0001822	3	3
OG0001823	3	3
OG0001824	2	2
OG0001825	3	3
OG0001826	4	4
OG0001827	2	2
OG0001828	3	3
OG0001829	2	2
OG0001830	3	3
OG0001831	2	2
OG0001832	3	3
OG0001833	3	3
OG0001834	3	3
OG0001835	2	2
OG0001836	2	2
OG0001837	4	4
OG0001838	2	2
OG0001839	4	4
OG0001840	2	2
OG0001841	2	2
OG0001842	3	3
OG0001843	2	2
OG0001844	3	3
OG0001845	2	2
OG0001846	3	3
OG0001847	2	2
OG0001848	3	3
OG0001849	3	3
OG0001850	3	3
OG0001851	3	3
OG0001852	3	3
OG0001853	2	2
OG0001854	2	2
OG0001855	3	3
OG0001856	2	2
OG0001857	3	3
OG0001858	2	2
OG0001859	3	3
OG0001860	3	3
OG0001861	3	3
OG0001862	3	3
OG0001863	4	4
OG0001864	3	3
OG0001865	3	3
OG0001866	3	3
OG0001867	4	4
OG0001868	3	3
OG0001869	3	3
OG0001870	3	3
OG0001871	2	2
OG0001872	3	3
OG0001873	4	4
OG0001874	2	2
OG0001875	4	4
OG0001876	3	3
OG0001877	3	3
OG0001878	2	2
OG0001879	2	2
OG0001880	3	3
OG0001881	2	2
OG0001882	3	3
OG0001883	3	3
OG0001884	3	3
OG0001885	2	2
OG0001886	3	3
OG0001887	2	2
OG0001888	3	3
OG0001889	3	3
OG0001890	2	2
OG0001891	3	3
OG0001892	3	3
OG0001893	3	3
OG0001894	3	3
OG0001895	2	2
OG0001896	4	4
OG0001897	3	3
OG0001898	2	2
OG0001899	2	2
OG0001900	3	3
OG0001901	3	3
OG0001902	2	2
OG0001903	2	2
OG0001904	2	2
OG0001905	2	2
OG0001906	2	2
OG0001907	3	3
OG0001908	3	3
OG0001909	2	2
OG0001910	3	3
OG0001911	2	2
OG0001912	4	4
OG0001913	3	3
OG0001914	3	3
OG0001915	2	2
OG0001916	2	2
OG0001917	3	3
OG0001918	2	2
OG0001919	3	3
OG0001920	2	2
OG0001921	4	4
OG0001922	2	2
OG0001923	4	4
OG0001924	3	3
OG0001925	3	3
OG0001926	3	3
OG0001927	2	2
OG0001928	2	2
OG0001929	2	2
OG0001930	2	2
OG0001931	2	2
OG0001932	2	2
OG0001933	4	4
OG0001934	2	2
OG0001935	2	2
OG0001936	3	3
OG0001937	4	4
OG0001938	2	2
OG0001939	2	2
OG0001940	3	3
OG0001941	2	2
OG0001942	3	3
OG0001943	3	3
OG0001944	3	3
OG0001945	3	3
OG0001946	3	3
OG0001947	3	3
OG0001948	2	2
OG0001949	2	2
OG0001950	3	3
OG0001951	4	4
OG0001952	2	2
OG0001953	2	2
OG0001954	3	3
OG0001955	2	2
OG0001956	2	2
OG0001957	4	4
OG0001958	2	2
OG0001959	3	3
OG0001960	2	2
OG0001961	2	2
OG0001962	2	2
OG0001963	3	3
OG0001964	2	2
OG0001965	3	3
OG0001966	2	2
OG0001967	3	3
OG0001968	2	2
OG0001969	3	3
OG0001970	2	2
OG0001971	3	3
OG0001972	2	2
OG0001973	2	2
OG0001974	2	2
OG0001975	2	2
OG0001976	3	3
OG0001977	4	4
OG0001978	2	2
OG0001979	3	3
OG0001980	3	3
OG0001981	2	2
OG0001982	2	2
OG0001983	3	3
OG0001984	2	2
OG0001985	2	2
OG0001986	3	3
OG0001987	3	3
OG0001988	3	3
OG0001989	3	3
OG0001990	2	2
OG0001991	3	3
OG0001992	2	2
OG0001993	3	3
OG0001994	2	2
OG0001995	2	2
OG0001996	4	4
OG0001997	2	2
OG0001998	3	3
OG0001999	2	2
OG0002000	2	2
OG0002001	2	2
OG0002002	2	2
OG0002003	2	2
OG0002004	2	2
OG0002005	4	4
OG0002006	3	3
OG0002007	2	2
OG0002008	2	2
OG0002009	3	3
OG0002010	2	2
OG0002011	2	2
OG0002012	3	3
OG0002013	3	3
OG0002014	3	3
OG0002015	4	4
OG0002016	3	3
OG0002017	3	3
OG0002018	4	4
OG0002019	2	2
OG0002020	3	3
OG0002021	4	4
OG0002022	3	3
OG0002023	3	3
OG0002024	4	4
OG0002025	2	2
OG0002026	4	4
OG0002027	3	3
OG0002028	2	2
OG0002029	2	2
OG0002030	2	2
OG0002031	3	3
OG0002032	2	2
OG0002033	3	3
OG0002034	2	2
OG0002035	3	3
OG0002036	3	3
OG0002037	2	2
OG0002038	2	2
OG0002039	2	2
OG0002040	3	3
OG0002041	4	4
OG0002042	4	4
OG0002043	3	3
OG0002044	3	3
OG0002045	2	2
OG0002046	4	4
OG0002047	3	3
OG0002048	2	2
OG0002049	4	4
OG0002050	2	2
OG0002051	2	2
OG0002052	2	2
OG0002053	3	3
OG0002054	2	2
OG0002055	2	2
OG0002056	3	3
OG0002057	3	3
OG0002058	3	3
OG0002059	2	2
OG0002060	2	2
OG0002061	2	2
OG0002062	2	2
OG0002063	3	3
OG0002064	2	2
OG0002065	3	3
OG0002066	2	2
OG0002067	2	2
OG0002068	2	2
OG0002069	3	3
OG0002070	3	3
OG0002071	3	3
OG0002072	2	2
OG0002073	3	3
OG0002074	2	2
OG0002075	3	3
OG0002076	3	3
OG0002077	2	2
OG0002078	2	2
OG0002079	2	2
OG0002080	3	3
OG0002081	3	3
OG0002082	3	3
OG0002083	3	3
OG0002084	2	2
OG0002085	2	2
OG0002086	3	3
OG0002087	3	3
OG0002088	2	2
OG0002089	4	4
OG0002090	3	3
OG0002091	2	2
OG0002092	2	2
OG0002093	3	3
OG0002094	2	2
OG0002095	2	2
OG0002096	2	2
OG0002097	2	2
OG0002098	3	3
OG0002099	2	2
OG0002100	2	2
OG0002101	2	2
OG0002102	3	3
OG0002103	3	3
OG0002104	2	2
OG0002105	2	2
OG0002106	3	3
OG0002107	2	2
OG0002108	3	3
OG0002109	3	3
OG0002110	2	2
OG0002111	4	4
OG0002112	2	2
OG0002113	2	2
OG0002114	2	2
OG0002115	3	3
OG0002116	2	2
OG0002117	3	3
OG0002118	2	2
OG0002119	3	3
OG0002120	3	3
OG0002121	2	2
OG0002122	2	2
OG0002123	2	2
OG0002124	3	3
OG0002125	3	3
OG0002126	2	2
OG0002127	3	3
OG0002128	3	3
OG0002129	2	2
OG0002130	2	2
OG0002131	2	2
OG0002132	3	3
OG0002133	3	3
OG0002134	3	3
OG0002135	3	3
OG0002136	2	2
OG0002137	4	4
OG0002138	3	3
OG0002139	3	3
OG0002140	2	2
OG0002141	2	2
OG0002142	4	4
OG0002143	4	4
OG0002144	3	3
OG0002145	3	3
OG0002146	4	4
OG0002147	2	2
OG0002148	4	4
OG0002149	2	2
OG0002150	3	3
OG0002151	3	3
OG0002152	4	4
OG0002153	2	2
OG0002154	2	2
OG0002155	3	3
OG0002156	2	2
OG0002157	2	2
OG0002158	4	4
OG0002159	3	3
OG0002160	2	2
OG0002161	3	3
OG0002162	2	2
OG0002163	2	2
OG0002164	3	3
OG0002165	3	3
OG0002166	2	2
OG0002167	2	2
OG0002168	2	2
OG0002169	2	2
OG0002170	2	2
OG0002171	2	2
OG0002172	2	2
OG0002173	3	3
OG0002174	2	2
OG0002175	2	2
OG0002176	3	3
OG0002177	3	3
OG0002178	2	2
OG0002179	2	2
OG0002180	3	3
OG0002181	2	2
OG0002182	2	2
OG0002183	3	3
OG0002184	2	2
OG0002185	2	2
OG0002186	3	3
OG0002187	3	3
OG0002188	2	2
OG0002189	2	2
OG0002190	4	4
OG0002191	4	4
OG0002192	4	4
OG0002193	3	3
OG0002194	2	2
OG0002195	3	3
OG0002196	3	3
OG0002197	2	2
OG0002198	2	2
OG0002199	2	2
OG0002200	2	2
OG0002201	2	2
OG0002202	2	2
OG0002203	3	3
OG0002204	2	2
OG0002205	3	3
OG0002206	2	2
OG0002207	2	2
OG0002208	4	4
OG0002209	3	3
OG0002210	4	4
OG0002211	3	3
OG0002212	2	2
OG0002213	2	2
OG0002214	2	2
OG0002215	2	2
OG0002216	2	2
OG0002217	2	2
OG0002218	2	2
OG0002219	2	2
OG0002220	2	2
OG0002221	3	3
OG0002222	2	2
OG0002223	2	2
OG0002224	2	2
OG0002225	2	2
OG0002226	2	2
OG0002227	3	3
OG0002228	2	2
OG0002229	3	3
OG0002230	2	2
OG0002231	3	3
OG0002232	2	2
OG0002233	2	2
OG0002234	2	2
OG0002235	2	2
OG0002236	2	2
OG0002237	2	2
OG0002238	3	3
OG0002239	3	3
OG0002240	2	2
OG0002241	3	3
OG0002242	3	3
OG0002243	2	2
OG0002244	2	2
OG0002245	3	3
OG0002246	3	3
OG0002247	3	3
OG0002248	2	2
OG0002249	2	2
OG0002250	2	2
OG0002251	2	2
OG0002252	4	4
OG0002253	3	3
OG0002254	3	3
OG0002255	2	2
OG0002256	2	2
OG0002257	2	2
OG0002258	4	4
OG0002259	3	3
OG0002260	2	2
OG0002261	2	2
OG0002262	2	2
OG0002263	2	2
OG0002264	2	2
OG0002265	2	2
OG0002266	3	3
OG0002267	2	2
OG0002268	3	3
OG0002269	3	3
OG0002270	3	3
OG0002271	3	3
OG0002272	2	2
OG0002273	3	3
OG0002274	3	3
OG0002275	2	2
OG0002276	3	3
OG0002277	3	3
OG0002278	2	2
OG0002279	2	2
OG0002280	2	2
OG0002281	3	3
OG0002282	2	2
OG0002283	3	3
OG0002284	3	3
OG0002285	2	2
OG0002286	2	2
OG0002287	2	2
OG0002288	4	4
OG0002289	3	3
OG0002290	3	3
OG0002291	2	2
OG0002292	4	4
OG0002293	3	3
OG0002294	2	2
OG0002295	2	2
OG0002296	3	3
OG0002297	3	3
OG0002298	2	2
OG0002299	2	2
OG0002300	2	2
OG0002301	2	2
OG0002302	2	2
OG0002303	2	2
OG0002304	2	2
OG0002305	3	3
OG0002306	3	3
OG0002307	2	2
OG0002308	2	2
OG0002309	2	2
OG0002310	2	2
OG0002311	3	3
OG0002312	4	4
OG0002313	3	3
OG0002314	3	3
OG0002315	3	3
OG0002316	3	3
OG0002317	2	2
OG0002318	2	2
OG0002319	3	3
OG0002320	4	4
OG0002321	2	2
OG0002322	2	2
OG0002323	4	4
OG0002324	3	3
OG0002325	2	2
OG0002326	2	2
OG0002327	3	3
OG0002328	3	3
OG0002329	2	2
OG0002330	3	3
OG0002331	2	2
OG0002332	3	3
OG0002333	2	2
OG0002334	2	2
OG0002335	4	4
OG0002336	2	2
OG0002337	3	3
OG0002338	3	3
OG0002339	2	2
OG0002340	2	2
OG0002341	3	3
OG0002342	3	3
OG0002343	3	3
OG0002344	3	3
OG0002345	3	3
OG0002346	2	2
OG0002347	3	3
OG0002348	2	2
OG0002349	3	3
OG0002350	2	2
OG0002351	2	2
OG0002352	2	2
OG0002353	2	2
OG0002354	2	2
OG0002355	2	2
OG0002356	2	2
OG0002357	3	3
OG0002358	2	2
OG0002359	2	2
OG0002360	3	3
OG0002361	2	2
OG0002362	2	2
OG0002363	3	3
OG0002364	2	2
OG0002365	3	3
OG0002366	2	2
OG0002367	2	2
OG0002368	3	3
OG0002369	2	2
OG0002370	2	2
OG0002371	3	3
OG0002372	2	2
OG0002373	3	3
OG0002374	2	2
OG0002375	2	2
OG0002376	3	3
OG0002377	3	3
OG0002378	3	3
OG0002379	3	3
OG0002380	3	3
OG0002381	3	3
OG0002382	4	4
OG0002383	3	3
OG0002384	3	3
OG0002385	2	2
OG0002386	2	2
OG0002387	2	2
OG0002388	2	2
OG0002389	2	2
OG0002390	4	4
OG0002391	4	4
OG0002392	3	3
OG0002393	3	3
OG0002394	2	2
OG0002395	2	2
OG0002396	4	4
OG0002397	3	3
OG0002398	3	3
OG0002399	3	3
OG0002400	2	2
OG0002401	3	3
OG0002402	3	3
OG0002403	3	3
OG0002404	2	2
OG0002405	2	2
OG0002406	2	2
OG0002407	3	3
OG0002408	3	3
OG0002409	3	3
OG0002410	3	3
OG0002411	4	4
OG0002412	4	4
OG0002413	2	2
OG0002414	2	2
OG0002415	3	3
OG0002416	2	2
OG0002417	2	2
OG0002418	2	2
OG0002419	2	2
OG0002420	2	2
OG0002421	3	3
OG0002422	2	2
OG0002423	4	4
OG0002424	2	2
OG0002425	3	3
OG0002426	2	2
OG0002427	3	3
OG0002428	2	2
OG0002429	2	2
OG0002430	2	2
OG0002431	2	2
OG0002432	2	2
OG0002433	2	2
OG0002434	3	3
OG0002435	3	3
OG0002436	3	3
OG0002437	3	3
OG0002438	3	3
OG0002439	3	3
OG0002440	3	3
OG0002441	3	3
OG0002442	3	3
OG0002443	3	3
OG0002444	3	3
OG0002445	3	3
OG0002446	2	2
OG0002447	4	4
OG0002448	3	3
OG0002449	3	3
OG0002450	3	3
OG0002451	3	3
OG0002452	3	3
OG0002453	3	3
OG0002454	2	2
OG0002455	2	2
OG0002456	2	2
OG0002457	2	2
OG0002458	3	3
OG0002459	2	2
OG0002460	3	3
OG0002461	3	3
OG0002462	3	3
OG0002463	4	4
OG0002464	2	2
OG0002465	3	3
OG0002466	3	3
OG0002467	2	2
OG0002468	3	3
OG0002469	3	3
OG0002470	4	4
OG0002471	2	2
OG0002472	3	3
OG0002473	3	3
OG0002474	2	2
OG0002475	3	3
OG0002476	2	2
OG0002477	2	2
OG0002478	3	3
OG0002479	3	3
OG0002480	3	3
OG0002481	3	3
OG0002482	3	3
OG0002483	3	3
OG0002484	3	3
OG0002485	4	4
OG0002486	3	3
OG0002487	3	3
OG0002488	3	3
OG0002489	3	3
OG0002490	2	2
OG0002491	3	3
OG0002492	3	3
OG0002493	3	3
OG0002494	3	3
OG0002495	3	3
OG0002496	3	3
OG0002497	3	3
OG0002498	2	2
OG0002499	3	3
OG0002500	3	3
OG0002501	2	2
OG0002502	2	2
OG0002503	2	2
OG0002504	3	3
OG0002505	3	3
OG0002506	3	3
OG0002507	3	3
OG0002508	3	3
OG0002509	3	3
OG0002510	3	3
OG0002511	3	3
OG0002512	3	3
OG0002513	4	4
OG0002514	2	2
OG0002515	3	3
OG0002516	3	3
OG0002517	3	3
OG0002518	3	3
OG0002519	3	3
OG0002520	3	3
OG0002521	3	3
OG0002522	2	2
OG0002523	4	4
OG0002524	4	4
OG0002525	4	4
OG0002526	4	4
OG0002527	4	4
OG0002528	4	4
OG0002529	4	4
OG0002530	4	4
OG0002531	4	4
OG0002532	4	4
OG0002533	4	4
OG0002534	4	4
OG0002535	4	4
OG0002536	4	4
OG0002537	4	4
OG0002538	4	4
OG0002539	4	4
OG0002540	4	4
OG0002541	4	4
OG0002542	4	4
OG0002543	4	4
OG0002544	4	4
OG0002545	4	4
OG0002546	4	4
OG0002547	4	4
OG0002548	4	4
OG0002549	4	4
OG0002550	4	4
OG0002551	4	4
OG0002552	4	4
OG0002553	4	4
OG0002554	4	4
OG0002555	4	4
OG0002556	4	4
OG0002557	4	4
OG0002558	4	4
OG0002559	4	4
OG0002560	4	4
OG0002561	4	4
OG0002562	4	4
OG0002563	4	4
OG0002564	4	4
OG0002565	4	4
OG0002566	4	4
OG0002567	4	4
OG0002568	4	4
OG0002569	4	4
OG0002570	4	4
OG0002571	4	4
OG0002572	4	4
OG0002573	4	4
OG0002574	4	4
OG0002575	4	4
OG0002576	4	4
OG0002577	4	4
OG0002578	4	4
OG0002579	3	3
OG0002580	2	2
OG0002581	2	2
OG0002582	2	2
OG0002583	2	2
OG0002584	2	2
OG0002585	2	2
OG0002586	3	3
OG0002587	2	2
OG0002588	2	2
OG0002589	2	2
OG0002590	2	2
OG0002591	3	3
OG0002592	2	2
OG0002593	2	2
OG0002594	2	2
OG0002595	2	2
OG0002596	1	1
OG0002597	1	1
OG0002598	2	2
OG0002599	1	1
OG0002600	2	2
OG0002601	2	2
OG0002602	2	2
OG0002603	2	2
OG0002604	1	1
OG0002605	1	1
OG0002606	1	1
OG0002607	1	1
OG0002608	1	1
OG0002609	1	1
OG0002610	1	1
OG0002611	2	2
OG0002612	2	2
OG0002613	1	1
OG0002614	1	1
OG0002615	1	1
OG0002616	1	1
OG0002617	1	1
OG0002618	2	2
OG0002619	1	1
OG0002620	2	2
OG0002621	1	1
OG0002622	1	1
OG0002623	1	1
OG0002624	2	2
OG0002625	1	1
OG0002626	2	2
OG0002627	1	1
OG0002628	1	1
OG0002629	1	1
OG0002630	1	1
OG0002631	1	1
OG0002632	1	1
OG0002633	2	2
OG0002634	1	1
OG0002635	2	2
OG0002636	3	3
OG0002637	2	2
OG0002638	1	1
OG0002639	3	3
OG0002640	1	1
OG0002641	2	2
OG0002642	2	2
OG0002643	1	1
OG0002644	1	1
OG0002645	2	2
OG0002646	1	1
OG0002647	2	2
OG0002648	2	2
OG0002649	1	1
OG0002650	1	1
OG0002651	2	2
OG0002652	1	1
OG0002653	3	3
OG0002654	3	3
OG0002655	2	2
OG0002656	3	3
OG0002657	2	2
OG0002658	2	2
OG0002659	2	2
OG0002660	3	3
OG0002661	2	2
OG0002662	2	2
OG0002663	2	2
OG0002664	2	2
OG0002665	2	2
OG0002666	2	2
OG0002667	2	2
OG0002668	3	3
OG0002669	2	2
OG0002670	2	2
OG0002671	2	2
OG0002672	3	3
OG0002673	2	2
OG0002674	3	3
OG0002675	1	1
OG0002676	1	1
OG0002677	3	3
OG0002678	1	1
OG0002679	1	1
OG0002680	2	2
OG0002681	3	3
OG0002682	1	1
OG0002683	2	2
OG0002684	2	2
OG0002685	1	1
OG0002686	2	2
OG0002687	1	1
OG0002688	2	2
OG0002689	2	2
OG0002690	3	3
OG0002691	1	1
OG0002692	1	1
OG0002693	2	2
OG0002694	1	1
OG0002695	2	2
OG0002696	2	2
OG0002697	1	1
OG0002698	2	2
OG0002699	2	2
OG0002700	3	3
OG0002701	3	3
OG0002702	1	1
OG0002703	2	2
OG0002704	2	2
OG0002705	1	1
OG0002706	2	2
OG0002707	1	1
OG0002708	1	1
OG0002709	1	1
OG0002710	1	1
OG0002711	2	2
OG0002712	2	2
OG0002713	2	2
OG0002714	2	2
OG0002715	1	1
OG0002716	2	2
OG0002717	1	1
OG0002718	1	1
OG0002719	1	1
OG0002720	2	2
OG0002721	2	2
OG0002722	1	1
OG0002723	2	2
OG0002724	1	1
OG0002725	2	2
OG0002726	2	2
OG0002727	1	1
OG0002728	2	2
OG0002729	2	2
OG0002730	2	2
OG0002731	2	2
OG0002732	2	2
OG0002733	2	2
OG0002734	1	1
OG0002735	1	1
OG0002736	1	1
OG0002737	2	2
OG0002738	1	1
OG0002739	2	2
OG0002740	2	2
OG0002741	1	1
OG0002742	2	2
OG0002743	2	2
OG0002744	1	1
OG0002745	1	1
OG0002746	1	1
OG0002747	1	1
OG0002748	1	1
OG0002749	1	1
OG0002750	1	1
OG0002751	1	1
OG0002752	1	1
OG0002753	1	1
OG0002754	1	1
OG0002755	1	1
OG0002756	2	2
OG0002757	1	1
OG0002758	2	2
OG0002759	1	1
OG0002760	1	1
OG0002761	2	2
OG0002762	1	1
OG0002763	1	1
OG0002764	1	1
OG0002765	2	2
OG0002766	1	1
OG0002767	2	2
OG0002768	1	1
OG0002769	2	2
OG0002770	1	1
OG0002771	1	1
OG0002772	1	1
OG0002773	2	2
OG0002774	2	2
OG0002775	1	1
OG0002776	2	2
OG0002777	1	1
OG0002778	1	1
OG0002779	1	1
OG0002780	1	1
OG0002781	1	1
OG0002782	2	2
OG0002783	2	2
OG0002784	3	3
OG0002785	1	1
