"PRS1_1" "PRS1_2" "PRS1_3" "PRS2_1" "PRS2_2" "PRS2_3" "PRMG_1" "PRMG_2" "PRMG_3" "PRB_1" "PRB_2" "PRB_3"
"Solyc05g049970.3" 314 400 162 258 167 198 89 125 162 99 88 84
"Solyc05g049980.3" 2733 3044 1790 1630 697 1270 323 371 499 1309 1488 1600
"Solyc05g049990.4" 906 1239 709 631 1111 470 726 824 969 108 139 119
"Solyc05g050000.3" 49 64 51 52 25 39 27 29 38 5 10 18
"Solyc05g050003.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050007.1" 0 0 0 0 0 0 0 0 0 6 0 2
"Solyc05g050010.3" 5 1 1 4 9 1 13 7 11 1579 1418 1773
"Solyc05g150151.1" 0 0 1 0 2 0 3 0 0 0 3 1
"Solyc05g050020.3" 94 121 67 106 97 70 47 87 83 70 76 80
"Solyc05g050040.3" 0 0 0 0 3 0 0 0 0 0 0 0
"Solyc05g050050.1" 0 0 0 0 1 0 0 0 0 0 0 0
"Solyc05g050053.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050057.1" 0 1 0 0 0 0 0 0 0 0 0 0
"Solyc05g050060.1" 0 0 0 1 0 0 0 0 0 0 0 0
"Solyc05g050065.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050070.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050090.4" 10 4 5 1 0 2 0 0 0 0 0 0
"Solyc05g050100.1" 1 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050110.3" 29 39 22 89 21 68 15 14 12 0 1 1
"Solyc05g050120.3" 3059 3116 1758 3981 1522 2995 1438 1717 2198 619 592 684
"Solyc05g050130.4" 616 496 366 97 165 88 48 68 115 22 19 16
"Solyc05g050140.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050150.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050160.1" 0 0 0 0 0 0 0 1 0 0 0 0
"Solyc05g050170.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050180.1" 0 0 0 1 0 0 0 0 0 0 1 0
"Solyc05g050190.1" 0 0 0 0 0 0 0 2 0 0 0 0
"Solyc05g050200.4" 2888 2935 1797 2432 1309 2289 1132 1225 1715 1512 1838 1671
"Solyc05g050210.4" 23 6 4 5 1 5 0 0 2 0 0 0
"Solyc05g050213.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050217.1" 1 2 0 0 0 0 0 0 1 0 0 0
"Solyc05g050220.3" 68 75 36 43 66 36 32 62 61 32 42 57
"Solyc05g050230.4" 1946 1724 1310 1340 796 1392 736 1050 1249 1558 1507 1836
"Solyc05g050240.3" 100 44 23 5 6 8 1 5 1 2 0 0
"Solyc05g050250.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050280.3" 138 140 61 69 99 42 46 74 102 295 283 333
"Solyc05g050290.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050300.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050310.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050320.4" 126 226 125 225 128 191 107 98 93 99 125 118
"Solyc05g050330.3" 40 36 19 46 30 41 13 15 45 33 20 28
"Solyc05g050340.4" 23 22 22 7 23 2 37 69 89 13 5 18
"Solyc05g050350.2" 1 2 1 0 1 0 2 5 0 0 0 0
"Solyc05g050360.3" 3 10 3 3 7 2 7 19 11 0 0 7
"Solyc05g050365.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050380.4" 85 90 55 21 78 27 109 147 240 4 3 7
"Solyc05g050390.4" 314 256 137 284 266 167 166 232 302 247 203 254
"Solyc05g050460.1" 0 0 1 0 0 0 0 0 0 0 0 0
"Solyc05g050430.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050470.1" 0 1 0 0 0 0 0 0 0 0 0 0
"Solyc05g050480.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050490.4" 31 12 21 6 22 3 14 13 19 1 5 2
"Solyc05g050500.1" 329 338 232 294 143 236 134 177 217 119 131 154
"Solyc05g050510.3" 0 0 0 0 0 0 0 0 2 0 0 0
"Solyc05g050515.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050520.4" 1 1 0 0 0 0 0 0 0 0 0 0
"Solyc05g050530.3" 97 90 60 88 76 90 69 84 77 24 27 23
"Solyc05g050540.4" 4 3 2 4 2 4 0 1 4 3 0 0
"Solyc05g050550.4" 8 14 2 2 8 4 0 7 0 2 1 0
"Solyc05g050555.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050560.1" 442 619 346 68 94 35 73 87 114 47 27 44
"Solyc05g050570.3" 22 21 8 16 9 20 10 13 11 5 3 5
"Solyc05g050580.3" 130 109 90 239 213 219 66 123 147 187 180 203
"Solyc05g050590.3" 1 0 1 0 0 0 0 3 0 1 0 1
"Solyc05g050600.3" 874 944 579 662 507 429 476 518 745 389 398 456
"Solyc05g050630.4" 248 255 92 197 131 109 42 74 54 33 38 36
"Solyc05g050620.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050640.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050650.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050660.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050670.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050680.4" 922 1304 854 934 670 860 715 700 959 649 838 853
"Solyc05g050685.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050690.2" 0 0 0 0 0 2 0 0 2 0 0 0
"Solyc05g050700.1" 13 2 2 7 9 10 1 6 3 2 4 0
"Solyc05g050710.3" 98 46 34 67 53 57 17 12 22 4 11 14
"Solyc05g050720.4" 68 82 57 75 42 67 21 22 41 22 12 16
"Solyc05g050730.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050740.3" 85 54 31 57 57 24 26 26 46 32 29 46
"Solyc05g050750.1" 0 1 0 0 0 0 3 0 0 0 0 2
"Solyc05g050760.2" 0 0 0 0 0 0 0 1 0 0 0 0
"Solyc05g050770.4" 99 38 31 91 43 51 24 25 29 0 2 7
"Solyc05g050780.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050790.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050800.3" 2314 2327 1465 753 704 576 557 732 1063 28 24 29
"Solyc05g050810.4" 1 7 3 1 11 2 11 7 16 7 5 2
"Solyc05g050820.3" 8 15 8 2 11 2 16 12 24 0 4 3
"Solyc05g050825.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050830.3" 181 147 75 178 162 133 53 106 121 0 1 4
"Solyc05g050840.3" 45 70 43 70 95 53 99 153 157 26 18 30
"Solyc05g050850.3" 330 469 383 284 100 327 241 286 393 162 130 176
"Solyc05g050860.2" 0 0 0 0 0 1 0 0 0 0 0 0
"Solyc05g050870.4" 0 0 0 0 0 1 0 0 0 0 0 3
"Solyc05g050880.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050883.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050887.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050890.3" 0 1 0 0 2 0 0 0 0 0 0 1
"Solyc05g050895.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g050900.4" 67 63 32 61 37 44 15 34 30 2 13 14
"Solyc05g050910.3" 102 121 84 134 115 103 82 96 136 136 132 165
"Solyc05g050920.3" 150 87 46 83 72 69 22 71 39 37 61 83
"Solyc05g050930.2" 232 132 83 134 110 65 68 121 135 130 78 124
"Solyc05g050940.4" 162 219 115 221 94 168 81 80 108 45 56 78
"Solyc05g050950.2" 10 18 12 12 13 16 6 1 10 4 3 4
"Solyc05g050960.4" 50 30 18 37 27 36 7 7 16 10 8 4
"Solyc05g050970.4" 4240 6320 3867 6694 1127 4217 596 752 803 574 483 718
"Solyc05g050980.3" 1319 1597 806 1440 432 1329 272 308 394 28 27 53
"Solyc05g050990.1" 100 181 87 84 25 51 38 47 84 24 19 19
"Solyc05g051000.3" 616 437 270 302 237 261 95 195 183 60 45 63
"Solyc05g051010.4" 246 199 121 108 78 85 42 53 76 7 4 4
"Solyc05g051030.3" 254 262 181 287 178 253 142 171 245 124 102 150
"Solyc05g051040.4" 311 463 327 325 232 297 257 266 353 158 182 186
"Solyc05g051050.3" 225 195 121 234 162 153 106 195 180 289 240 327
"Solyc05g051060.3" 146 187 80 91 175 62 63 134 183 89 55 70
"Solyc05g051070.3" 401 448 280 499 373 303 242 265 368 294 223 244
"Solyc05g051080.3" 0 0 0 0 0 0 0 1 0 0 0 0
"Solyc05g051090.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051100.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051120.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051140.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051150.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051153.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051157.1" 0 0 0 0 0 0 0 0 0 0 1 0
"Solyc05g051160.1" 0 0 0 1 0 0 0 0 0 0 0 0
"Solyc05g051180.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051190.1" 0 0 0 0 0 0 0 0 0 0 0 1
"Solyc05g051200.1" 17 21 9 6 8 10 3 14 15 59 30 30
"Solyc05g051210.3" 2 4 1 0 1 0 0 3 2 0 0 1
"Solyc05g051220.3" 64 71 37 58 39 35 37 60 63 24 30 27
"Solyc05g051230.4" 758 826 434 677 539 602 327 415 571 228 199 263
"Solyc05g051240.1" 308 342 212 114 407 86 244 366 435 509 501 599
"Solyc05g051250.3" 14 18 7 15 1 8 0 0 0 0 0 0
"Solyc05g051260.3" 1095 370 293 796 14 415 9 8 15 0 0 0
"Solyc05g051270.3" 14 8 4 4 5 3 0 4 4 0 0 1
"Solyc05g051280.3" 245 226 127 171 110 108 48 64 105 52 26 54
"Solyc05g051290.4" 82 61 45 90 41 66 8 17 12 13 4 9
"Solyc05g051300.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051310.1" 51 12 21 0 2 2 1 3 3 0 0 0
"Solyc05g051320.2" 0 0 0 0 0 0 0 2 1 0 0 0
"Solyc05g051330.1" 75 80 52 85 98 78 119 114 147 50 67 62
"Solyc05g051340.3" 76 112 59 163 127 101 77 83 96 66 57 63
"Solyc05g051345.1" 14 16 11 34 19 19 6 7 7 1 6 8
"Solyc05g051350.2" 0 0 0 1 0 0 0 1 0 0 1 0
"Solyc05g051360.1" 0 0 1 1 0 0 0 1 0 0 0 0
"Solyc05g051370.3" 88 70 16 68 83 66 40 66 52 20 19 16
"Solyc05g051380.4" 3 3 5 2 0 1 2 4 5 0 0 0
"Solyc05g051385.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051390.3" 1 2 0 0 1 0 0 1 0 2 1 0
"Solyc05g051400.4" 948 1159 793 312 329 290 320 490 506 114 97 143
"Solyc05g051410.3" 132 116 49 44 36 36 3 5 7 0 1 2
"Solyc05g051420.2" 2 0 0 0 2 0 0 0 0 0 0 0
"Solyc05g051425.2" 5 0 1 1 0 1 0 0 0 0 0 0
"Solyc05g051440.1" 3 5 3 0 0 0 0 0 0 0 0 0
"Solyc05g051450.2" 0 0 1 0 0 0 0 0 0 0 0 0
"Solyc05g051460.3" 997 664 297 259 195 183 29 61 79 5 1 1
"Solyc05g051470.3" 1 0 0 1 3 0 0 1 0 0 0 0
"Solyc05g051480.2" 86 93 40 1 10 2 8 10 1 0 1 0
"Solyc05g051490.3" 231 185 118 92 114 74 80 129 146 162 133 183
"Solyc05g051495.1" 0 0 0 0 0 0 0 0 0 0 1 0
"Solyc05g051500.4" 528 407 359 405 285 335 139 147 202 195 175 204
"Solyc05g051510.4" 101 161 124 64 120 80 182 158 139 22 18 14
"Solyc05g051520.3" 200 232 104 236 251 192 222 259 313 103 94 109
"Solyc05g051530.4" 18 14 10 3 1 0 6 1 8 0 0 0
"Solyc05g051540.3" 0 0 0 0 0 0 0 1 3 0 0 0
"Solyc05g051545.1" 12 10 3 5 2 8 2 0 6 3 1 0
"Solyc05g051550.2" 0 0 0 1 0 0 0 0 0 0 0 0
"Solyc05g051560.4" 302 378 240 230 160 221 116 152 154 42 64 48
"Solyc05g051570.3" 396 500 288 310 291 281 305 364 458 347 339 396
"Solyc05g051580.3" 32 41 19 25 13 20 0 0 1 0 0 0
"Solyc05g051590.3" 101 214 107 238 100 162 139 164 184 138 164 164
"Solyc05g051583.1" 1 2 0 0 0 0 1 3 1 0 1 0
"Solyc05g051595.1" 2 1 1 0 1 1 0 0 0 0 0 0
"Solyc05g051610.3" 0 0 0 0 0 0 1 2 0 0 0 0
"Solyc05g051620.3" 103 140 71 72 63 82 72 69 135 70 65 41
"Solyc05g051630.4" 43 37 32 34 31 35 27 30 45 24 36 16
"Solyc05g051640.4" 6 10 3 10 6 5 6 6 1 1 0 2
"Solyc05g051660.1" 453 474 315 115 286 133 592 908 977 56 64 60
"Solyc05g051680.4" 302 324 118 380 443 187 153 216 252 242 265 285
"Solyc05g051690.3" 164 296 157 140 97 110 95 96 156 62 66 80
"Solyc05g051700.3" 439 554 337 545 305 465 231 233 338 421 528 566
"Solyc05g051710.4" 5 3 1 2 10 5 4 9 4 5 11 5
"Solyc05g051720.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051730.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051735.1" 3 3 5 4 4 4 0 2 1 0 0 1
"Solyc05g051750.3" 862 632 337 940 2095 876 699 923 1167 1276 1396 1211
"Solyc05g051760.2" 1 8 0 5 6 0 2 4 0 1 2 0
"Solyc05g051770.3" 115 272 166 215 100 188 84 113 131 49 47 63
"Solyc05g051780.4" 28 29 20 61 27 69 19 42 48 17 19 19
"Solyc05g051790.3" 526 279 189 306 285 265 144 237 293 152 110 154
"Solyc05g051800.3" 94 102 69 90 72 71 61 81 90 82 79 76
"Solyc05g051810.1" 0 0 0 1 0 0 0 0 0 0 0 0
"Solyc05g051815.1" 0 0 0 0 0 0 0 1 0 0 0 0
"Solyc05g051820.3" 1 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051825.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051830.4" 0 0 0 0 1 0 0 0 0 0 0 0
"Solyc05g051840.1" 429 773 524 395 283 273 281 346 413 341 471 384
"Solyc05g051850.3" 2805 3920 2203 2621 1520 2181 1428 1617 1948 1249 1501 1645
"Solyc05g051870.3" 8 1 7 2 7 5 1 1 5 0 0 0
"Solyc05g051875.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051880.4" 0 2 1 0 0 0 0 4 0 0 1 0
"Solyc05g051890.1" 0 0 0 1 0 1 0 0 0 0 0 0
"Solyc05g051900.3" 42 38 19 79 35 47 17 15 30 31 30 38
"Solyc05g051920.3" 0 2 1 1 1 0 2 0 3 1 4 0
"Solyc05g051940.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051950.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g051960.1" 2 2 3 0 0 0 0 2 1 4 1 1
"Solyc05g051970.4" 52 51 25 40 8 25 4 1 6 4 2 1
"Solyc05g051990.3" 151 238 109 155 156 137 152 135 232 126 144 217
"Solyc05g052010.2" 97 199 95 126 88 74 94 119 137 73 81 101
"Solyc05g052015.1" 0 0 0 0 0 0 0 0 0 3 2 0
"Solyc05g052020.3" 166 155 84 189 154 132 114 175 287 213 198 175
"Solyc05g052030.1" 25 34 11 48 96 56 54 49 80 167 178 192
"Solyc05g052040.1" 1107 816 473 13 283 23 226 378 436 295 253 297
"Solyc05g052050.1" 204 390 183 44 54 32 145 142 141 313 432 374
"Solyc05g052070.3" 675 462 255 319 256 314 185 196 273 182 134 201
"Solyc05g052080.1" 0 0 0 0 0 0 0 0 0 0 0 1
"Solyc05g052090.1" 0 1 0 0 0 0 0 0 0 0 1 0
"Solyc05g052100.3" 1011 1213 811 761 265 788 221 226 282 25 46 61
"Solyc05g052110.3" 1 0 0 1 0 0 0 1 3 0 0 0
"Solyc05g052120.4" 2 1 0 0 3 2 0 2 0 1 0 1
"Solyc05g052130.3" 0 3 1 0 3 1 1 0 3 0 0 1
"Solyc05g052140.3" 477 317 229 259 243 251 113 170 201 175 160 177
"Solyc05g052150.4" 225 308 224 197 123 184 77 146 170 94 108 124
"Solyc05g052160.4" 337 395 250 315 211 303 164 263 327 136 171 195
"Solyc05g052170.4" 98 186 106 181 103 176 119 84 116 61 119 123
"Solyc05g052180.3" 192 194 176 170 141 155 107 148 163 86 91 73
"Solyc05g052190.4" 157 220 103 226 153 192 97 120 149 136 167 229
"Solyc05g052200.4" 427 452 227 419 340 241 256 281 365 214 182 249
"Solyc05g052210.3" 128 150 91 106 109 75 100 102 119 77 116 99
"Solyc05g052220.3" 245 331 172 265 193 204 223 266 341 255 308 323
"Solyc05g052230.1" 2 3 0 1 0 1 0 2 0 0 0 0
"Solyc05g052240.3" 751 576 293 121 129 107 48 78 128 65 55 67
"Solyc05g052250.3" 0 1 0 0 0 0 0 0 2 0 0 0
"Solyc05g052260.3" 188 350 258 300 177 239 344 290 326 398 470 466
"Solyc05g052265.1" 3 0 2 0 0 1 0 0 0 2 1 0
"Solyc05g052270.3" 635 1002 566 1086 435 807 392 522 528 330 426 442
"Solyc05g052275.1" 34 52 30 62 27 49 44 42 45 22 36 34
"Solyc05g052280.3" 7 10 7 11 2 12 0 0 2 6 5 0
"Solyc05g052290.3" 0 0 0 0 0 0 0 1 0 0 0 0
"Solyc05g052300.4" 6 1 2 0 0 1 0 0 0 0 0 0
"Solyc05g052310.3" 390 246 138 197 256 166 157 229 278 317 276 314
"Solyc05g052320.4" 6 4 3 5 7 0 4 11 7 0 1 0
"Solyc05g052330.3" 0 1 0 0 0 1 0 0 0 0 0 0
"Solyc05g052340.4" 2 1 0 0 0 0 0 2 0 0 0 0
"Solyc05g052350.3" 206 197 123 317 105 212 23 44 40 7 8 12
"Solyc05g052360.2" 0 0 0 0 0 0 0 0 0 0 1 1
"Solyc05g052370.3" 2 3 0 2 4 0 3 12 7 4 10 4
"Solyc05g052390.3" 0 0 0 0 0 0 19 24 45 0 0 0
"Solyc05g052400.3" 0 0 0 0 0 1 1 0 0 0 0 0
"Solyc05g052410.3" 10 5 3 22 37 21 18 20 18 91 116 107
"Solyc05g052420.3" 0 0 0 0 0 2 0 0 0 0 0 0
"Solyc05g052430.3" 0 1 0 2 1 1 0 0 0 0 0 0
"Solyc05g052440.2" 0 0 0 0 0 0 0 0 0 0 0 1
"Solyc05g052450.3" 6 2 1 0 2 2 8 16 25 33 20 14
"Solyc05g052460.3" 74 89 46 40 11 30 12 24 33 18 12 12
"Solyc05g052470.3" 299 283 195 265 302 254 234 290 390 462 491 528
"Solyc05g052480.4" 218 246 148 150 132 129 116 121 156 110 128 170
"Solyc05g052490.3" 253 351 161 142 153 80 161 229 280 17 30 51
"Solyc05g052500.4" 301 431 233 262 181 190 274 312 428 31 35 30
"Solyc05g052510.4" 3061 4178 1508 3661 2410 1722 2327 2763 3535 1676 1741 2288
"Solyc05g052520.3" 194 266 163 101 175 104 86 135 178 109 181 195
"Solyc05g052530.3" 0 1 0 0 0 0 0 2 0 0 0 0
"Solyc05g052540.2" 2 0 0 0 0 0 0 3 2 4 1 2
"Solyc05g052550.1" 326 320 214 29 74 29 107 140 147 47 54 45
"Solyc05g052560.1" 478 585 387 58 151 48 195 239 331 117 73 110
"Solyc05g052570.3" 2772 4681 2614 436 1095 388 1775 1776 2149 905 1006 1038
"Solyc05g052580.3" 238 184 107 180 103 106 75 113 149 86 86 131
"Solyc05g052590.1" 53 101 51 83 51 70 21 40 31 5 14 9
"Solyc05g052600.4" 3132 3947 2587 3419 1134 2938 954 1323 1468 299 307 379
"Solyc05g052610.3" 296 262 133 227 317 222 132 208 224 144 145 171
"Solyc05g052620.4" 295 359 251 381 265 259 221 381 426 406 446 466
"Solyc05g052630.4" 490 590 318 1142 703 674 396 499 638 528 422 567
"Solyc05g052640.3" 157 172 115 247 214 215 145 165 226 284 264 278
"Solyc05g052650.2" 24 21 9 24 5 14 1 3 8 0 0 1
"Solyc05g052660.1" 39 56 20 58 15 42 1 12 2 3 5 0
"Solyc05g052670.1" 0 7 3 4 0 2 0 0 1 2 2 1
"Solyc05g052680.1" 4 7 2 14 1 11 1 1 0 134 89 100
"Solyc05g052690.4" 144 158 98 118 74 105 59 81 89 13 30 22
"Solyc05g052700.4" 31 28 17 18 7 10 17 46 60 41 35 36
"Solyc05g052710.3" 294 374 250 243 104 258 53 67 82 44 52 67
"Solyc05g052720.1" 110 106 76 133 120 104 124 176 201 106 114 106
"Solyc05g052715.1" 271 387 247 551 357 375 208 281 354 456 498 478
"Solyc05g052740.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g052750.3" 53 51 36 17 44 10 34 56 58 20 10 8
"Solyc05g052760.4" 890 1034 469 1231 1340 956 918 1252 1700 1143 985 1036
"Solyc05g052770.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g052780.4" 763 832 468 529 473 363 377 544 725 243 197 173
"Solyc05g052790.3" 570 554 278 140 258 95 228 308 424 147 113 118
"Solyc05g052800.3" 1185 1507 957 1134 1004 1228 839 1121 1465 519 469 522
"Solyc05g052810.4" 862 588 450 310 304 340 195 304 333 118 106 121
"Solyc05g052820.3" 24 10 10 29 12 17 6 13 12 1 1 1
"Solyc05g052830.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g052840.1" 184 253 206 134 103 92 80 113 130 28 24 12
"Solyc05g052850.3" 83 125 74 81 52 120 100 112 123 56 57 60
"Solyc05g052860.3" 1 4 1 0 0 3 5 4 6 13 11 13
"Solyc05g052870.4" 17 12 15 25 11 17 5 4 7 4 9 2
"Solyc05g052880.4" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g052890.3" 1 0 2 0 4 0 0 1 0 0 0 0
"Solyc05g052900.3" 1 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g052910.4" 11 11 6 17 26 8 7 11 34 5 1 10
"Solyc05g052920.4" 570 677 385 362 336 244 209 283 368 241 307 322
"Solyc05g052930.3" 226 318 139 162 81 130 132 109 194 43 58 48
"Solyc05g052940.3" 41 51 52 80 67 48 51 64 78 9 18 10
"Solyc05g052950.4" 159 320 152 2 6 4 140 157 229 2 4 10
"Solyc05g052960.4" 204 238 134 248 127 157 113 178 193 136 138 172
"Solyc05g052970.4" 1231 1891 988 1161 868 764 855 1032 1419 321 306 352
"Solyc05g052980.4" 1717 1810 970 1204 874 1024 496 673 849 489 529 570
"Solyc05g052990.4" 63 110 53 81 121 74 39 39 78 28 20 11
"Solyc05g053000.1" 1 1 2 2 0 1 1 1 0 11 1 1
"Solyc05g053010.1" 178 235 136 190 52 106 36 43 64 5 2 8
"Solyc05g053020.3" 0 0 1 1 2 0 2 6 14 0 0 1
"Solyc05g053030.1" 1 1 1 0 0 0 0 2 3 0 0 0
"Solyc05g053040.3" 191 233 128 225 176 191 117 107 183 138 153 163
"Solyc05g053050.1" 1 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g053060.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g053080.2" 119 49 24 18 60 25 28 50 71 33 7 19
"Solyc05g053070.4" 9 37 18 10 8 11 24 18 18 3 1 2
"Solyc05g053090.2" 128 164 78 100 195 71 178 248 353 346 334 323
"Solyc05g053100.3" 342 329 172 567 201 377 25 30 35 9 9 7
"Solyc05g053110.3" 0 0 0 0 0 2 0 0 1 0 0 0
"Solyc05g053120.1" 20 16 16 40 2 37 0 1 0 0 2 2
"Solyc05g053130.3" 142 173 102 211 113 150 95 144 172 57 88 73
"Solyc05g053133.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g053137.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g053140.3" 491 354 241 255 179 139 128 193 253 94 75 109
"Solyc05g053150.2" 0 0 0 0 0 0 0 2 0 0 0 0
"Solyc05g053155.1" 1 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g053160.3" 0 2 0 0 0 0 3 23 11 1 0 0
"Solyc05g053170.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc05g053180.3" 8 6 2 2 2 3 0 2 1 0 0 0
"Solyc05g053190.3" 145 104 68 114 76 78 29 35 72 22 25 44
"Solyc05g053200.3" 57 86 45 91 73 95 46 49 65 56 32 34
"Solyc05g053210.4" 1631 1389 815 1904 907 1590 294 373 495 1514 1419 1825
"Solyc05g053220.3" 605 713 375 470 457 459 284 376 449 260 228 236
"Solyc05g053230.3" 836 1069 579 592 748 545 659 778 908 833 894 794
"Solyc05g053240.4" 946 1428 653 1434 1130 862 602 723 1139 307 299 360
"Solyc05g053250.4" 414 671 323 447 254 382 255 356 444 552 535 612
"Solyc05g053260.3" 137 71 54 94 77 57 34 60 64 37 48 54
"Solyc05g053270.1" 16 15 6 11 6 11 4 3 8 5 0 5
"Solyc05g053280.3" 427 488 223 373 287 222 178 224 366 264 280 338
"Solyc05g053290.3" 196 224 161 95 86 69 118 167 171 103 155 165
"Solyc05g053300.3" 1185 1731 976 1503 521 1016 507 636 732 634 679 847
"Solyc05g053310.3" 1894 2150 1290 1405 467 1825 307 307 421 68 87 69
"Solyc05g053320.1" 80 31 16 18 20 19 3 21 25 4 3 3
"Solyc05g053330.3" 0 0 0 3 1 0 2 1 1 3 5 6
"Solyc05g053340.4" 3 1 5 1 1 0 0 0 0 0 0 0
"Solyc05g053350.3" 15 8 4 4 3 0 14 4 13 0 0 2
"Solyc05g053360.3" 455 450 273 379 364 308 160 224 273 122 141 135
"Solyc05g053370.3" 19 26 24 31 23 5 4 9 12 3 7 5
"Solyc05g053380.4" 31 8 9 0 17 1 2 4 5 0 0 0
"Solyc05g053390.4" 874 1350 1243 1105 450 1403 778 905 900 312 385 396
"Solyc05g053400.3" 126 126 81 298 14 231 7 4 9 8 8 5
"Solyc05g053410.4" 263 358 156 405 394 206 187 208 279 232 255 382
"Solyc05g053420.1" 0 1 0 0 0 0 0 0 0 0 0 0
"Solyc05g053430.3" 90 55 32 54 28 28 10 23 39 4 3 2
"Solyc05g053440.4" 1841 1950 1184 1197 943 1206 660 1021 1107 271 228 282
"Solyc05g053450.3" 0 0 0 0 1 0 0 0 0 0 0 0
"Solyc05g053460.1" 1 3 0 4 0 0 0 0 0 0 0 0
"Solyc05g053465.1" 5 1 1 1 0 1 2 0 3 0 0 0
"Solyc05g053470.3" 1836 2729 1604 1151 1171 883 1355 1819 2082 1076 1086 1265
"Solyc05g053490.4" 73 153 73 122 49 55 66 62 71 175 162 196
"Solyc05g053500.4" 135 93 45 29 94 27 15 49 55 87 59 78
"Solyc05g053520.3" 8 11 2 2 1 1 0 0 0 1 0 0
"Solyc05g053530.1" 0 0 0 0 0 0 0 2 0 0 0 0
"Solyc05g053540.3" 743 1104 650 1007 488 592 304 392 596 247 227 319
"Solyc05g053550.3" 2188 2067 1364 1858 623 1440 132 194 311 115 148 201
"Solyc05g053555.1" 0 0 0 0 1 0 0 0 1 0 0 0
"Solyc05g053560.4" 0 2 0 0 0 0 0 1 3 0 1 0
"Solyc05g053570.4" 26 32 10 52 9 36 0 1 0 0 1 1
"Solyc05g053580.1" 3 6 1 2 0 3 0 0 1 0 0 0
