"PRS1_1" "PRS1_2" "PRS1_3" "PRS2_1" "PRS2_2" "PRS2_3" "PRMG_1" "PRMG_2" "PRMG_3" "PRB_1" "PRB_2" "PRB_3"
"Solyc01g106080.4" 738 881 649 739 439 621 480 506 541 1110 1080 1320
"Solyc01g106090.3" 233 109 81 118 62 79 12 42 52 80 93 115
"Solyc01g106100.2" 110 76 51 63 58 62 41 60 74 42 30 46
"Solyc01g106110.2" 16 35 15 35 26 28 15 26 40 25 24 24
"Solyc01g106130.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106140.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106150.1" 9 7 2 1 5 3 0 1 9 1 2 1
"Solyc01g106160.3" 0 1 0 1 2 0 0 0 0 0 0 0
"Solyc01g106170.4" 0 0 0 1 0 0 0 0 2 0 2 0
"Solyc01g150166.1" 88 101 41 123 127 95 17 35 31 78 71 84
"Solyc01g150167.1" 10 29 10 53 31 35 4 10 8 12 17 22
"Solyc01g150168.1" 0 2 1 4 7 1 1 1 0 0 1 0
"Solyc01g106180.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106190.4" 43 64 34 68 44 30 56 30 44 27 29 25
"Solyc01g150169.1" 18 16 8 21 22 10 3 4 18 7 4 9
"Solyc01g106200.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106210.3" 1938 2083 1102 911 908 706 1050 1412 1700 700 739 875
"Solyc01g106220.4" 1218 1210 525 1210 1048 614 672 914 1269 316 237 330
"Solyc01g106250.4" 52 47 25 38 24 20 13 8 17 10 14 6
"Solyc01g106260.3" 1149 1424 808 850 533 624 542 584 758 279 340 420
"Solyc01g106270.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106280.3" 3357 3830 2226 2459 2847 1883 2465 3064 3755 1940 1804 2200
"Solyc01g106290.3" 148 284 181 29 145 22 94 182 177 32 31 39
"Solyc01g106300.3" 0 0 0 0 0 0 0 0 2 0 0 0
"Solyc01g106310.3" 10 2 2 1 3 1 2 7 14 8 3 8
"Solyc01g106320.2" 1602 2124 1375 2151 1409 1797 1769 2144 2391 968 972 1221
"Solyc01g106330.3" 462 722 349 556 545 426 353 390 534 15 7 21
"Solyc01g106340.3" 202 241 143 135 131 97 59 64 93 2 3 6
"Solyc01g106350.4" 50 32 21 42 20 13 5 13 7 2 0 0
"Solyc01g106360.3" 1078 1631 820 1804 1141 1227 896 816 1047 758 893 1024
"Solyc01g106370.3" 115 101 55 65 72 54 38 97 95 43 36 50
"Solyc01g106380.2" 89 51 47 51 17 51 10 28 29 41 29 27
"Solyc01g106390.3" 115 102 50 28 57 25 29 48 65 23 35 23
"Solyc01g106400.3" 13 5 9 19 11 5 2 1 4 0 1 1
"Solyc01g106410.3" 6 3 1 6 13 6 6 6 6 0 0 1
"Solyc01g106420.3" 79 62 47 74 33 74 35 32 59 40 36 57
"Solyc01g106430.3" 2247 2353 1496 2098 758 1708 366 524 611 211 179 191
"Solyc01g106440.3" 207 305 181 240 134 138 158 208 250 103 111 163
"Solyc01g106450.3" 758 891 549 724 420 616 248 306 359 143 157 198
"Solyc01g106460.4" 11 13 0 4 7 1 0 0 0 0 0 0
"Solyc01g106470.3" 1027 1522 934 1092 394 974 775 965 1053 535 464 642
"Solyc01g106480.4" 747 875 613 738 374 656 170 243 277 76 89 124
"Solyc01g106500.4" 83 88 36 17 36 9 40 44 97 57 66 111
"Solyc01g106510.2" 0 0 0 0 1 0 0 3 0 1 0 0
"Solyc01g106520.1" 0 1 0 0 0 0 0 0 0 0 0 0
"Solyc01g106530.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106540.4" 58 45 23 11 17 11 1 2 1 0 2 0
"Solyc01g106550.1" 0 0 0 0 0 0 0 3 0 0 0 0
"Solyc01g106560.4" 155 185 136 180 132 139 156 228 238 105 82 93
"Solyc01g106570.3" 389 630 323 440 288 375 268 409 435 107 120 138
"Solyc01g106575.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106580.3" 864 904 565 654 463 528 321 477 622 22 25 34
"Solyc01g106590.4" 113 137 81 105 82 85 37 63 82 25 17 18
"Solyc01g106600.2" 0 0 2 0 0 0 0 0 0 0 0 0
"Solyc01g106605.1" 0 0 0 0 0 0 0 0 0 0 0 1
"Solyc01g106620.2" 1 0 0 0 1 0 2 0 0 293 394 392
"Solyc01g106640.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106650.3" 4 2 3 4 2 1 1 0 0 4 2 1
"Solyc01g106680.4" 1500 1049 512 854 851 571 463 684 831 526 483 548
"Solyc01g106690.3" 168 162 136 260 267 209 257 326 430 143 193 188
"Solyc01g106700.3" 4 7 5 3 2 2 2 5 12 56 27 37
"Solyc01g106710.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106720.1" 0 0 0 0 0 0 0 1 0 0 0 0
"Solyc01g106730.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106740.4" 290 332 200 290 206 158 121 165 208 185 145 183
"Solyc01g106750.2" 36 30 13 16 5 4 0 0 3 0 1 0
"Solyc01g106770.4" 494 813 291 971 647 416 563 575 739 473 431 624
"Solyc01g106780.3" 452 399 274 318 234 188 112 176 235 66 61 88
"Solyc01g106790.3" 223 194 105 164 113 150 29 65 76 18 17 28
"Solyc01g106800.4" 22 30 26 29 36 19 18 22 36 13 20 20
"Solyc01g106810.4" 53 36 25 21 26 26 34 31 42 18 16 17
"Solyc01g106820.3" 23 25 19 63 17 33 81 87 95 429 387 568
"Solyc01g106830.4" 2 3 1 0 0 2 2 0 0 0 0 0
"Solyc01g106840.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106850.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106860.4" 0 0 0 0 0 2 0 0 0 0 0 0
"Solyc01g106870.4" 168 150 99 133 87 101 87 126 126 74 74 105
"Solyc01g106880.3" 29 49 18 12 20 22 33 15 34 24 17 24
"Solyc01g106890.2" 42 28 12 8 21 8 8 15 14 43 24 41
"Solyc01g106900.3" 427 653 363 655 345 476 398 489 572 461 389 590
"Solyc01g106910.4" 8 5 1 0 15 2 1 3 0 5 0 0
"Solyc01g106920.4" 11 4 5 19 0 3 0 0 1 4 0 2
"Solyc01g106930.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106940.4" 107 80 66 155 108 122 69 75 119 80 72 115
"Solyc01g106950.3" 283 280 108 208 260 164 197 189 279 187 170 201
"Solyc01g106953.1" 4 2 2 2 0 1 0 0 2 0 0 1
"Solyc01g106955.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106957.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106960.2" 1 1 0 3 1 1 1 0 3 0 0 0
"Solyc01g106963.1" 0 0 0 1 2 1 0 5 0 0 1 0
"Solyc01g106967.1" 0 1 0 0 0 0 0 0 0 0 0 0
"Solyc01g106970.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g106980.2" 1 1 1 0 0 0 0 4 0 1 0 0
"Solyc01g106990.2" 2 0 1 0 0 0 0 1 0 0 0 0
"Solyc01g107000.3" 0 0 0 3 0 0 0 0 0 0 0 0
"Solyc01g107010.3" 88 86 49 40 106 40 81 100 141 196 211 207
"Solyc01g107020.4" 41 56 19 51 40 42 19 22 41 61 55 49
"Solyc01g107030.3" 593 577 290 440 508 442 327 414 532 400 351 401
"Solyc01g107040.3" 243 152 105 148 98 112 75 128 124 65 75 86
"Solyc01g107050.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g107060.2" 0 0 0 0 0 0 1 0 0 0 3 0
"Solyc01g107070.4" 66 56 28 50 54 28 10 35 36 21 17 21
"Solyc01g107080.3" 0 0 0 0 0 0 1 1 1 0 0 0
"Solyc01g107090.2" 3 9 2 0 3 0 4 5 1 0 1 0
"Solyc01g107100.3" 3 1 0 0 0 0 4 14 2 0 0 0
"Solyc01g107120.3" 0 0 0 0 1 1 0 0 0 0 0 0
"Solyc01g107130.4" 1553 1841 973 1590 895 996 789 1023 1252 1117 1178 1428
"Solyc01g107140.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g107150.3" 360 471 236 289 227 216 227 278 296 186 147 142
"Solyc01g107160.3" 371 685 356 368 219 317 202 225 284 117 153 158
"Solyc01g107170.2" 83 94 76 23 19 34 52 57 91 532 666 591
"Solyc01g107180.3" 99 93 51 58 44 67 28 46 40 13 4 16
"Solyc01g107190.3" 26 21 16 12 11 13 6 9 34 17 12 16
"Solyc01g107200.4" 150 237 115 161 112 100 57 79 106 10 17 22
"Solyc01g107210.4" 81 102 67 104 51 59 48 43 81 41 40 54
"Solyc01g107220.2" 0 2 0 0 1 0 0 0 0 0 0 0
"Solyc01g107230.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g107240.4" 19 23 14 7 11 6 7 4 12 14 3 6
"Solyc01g107250.3" 232 111 54 58 88 61 46 39 75 36 32 40
"Solyc01g107260.4" 45 32 19 26 30 13 0 1 1 0 0 0
"Solyc01g107270.4" 44 36 13 27 28 17 16 15 18 2 0 1
"Solyc01g107280.3" 1 1 0 1 3 0 0 2 0 0 0 0
"Solyc01g107290.3" 921 1055 730 126 424 160 353 441 416 228 226 179
"Solyc01g107300.4" 249 230 151 63 158 36 85 111 166 118 129 140
"Solyc01g107320.3" 111 165 93 240 152 171 125 190 221 256 289 332
"Solyc01g107330.4" 406 400 283 371 158 275 86 97 152 11 12 13
"Solyc01g107340.4" 1255 2387 1553 601 301 614 240 168 146 22 33 31
"Solyc01g107350.3" 294 341 214 142 97 115 59 54 125 14 7 4
"Solyc01g107360.4" 58 96 55 80 85 29 62 86 94 130 128 136
"Solyc01g107370.3" 1 1 0 0 0 0 0 0 0 1 0 1
"Solyc01g107380.3" 1423 1495 891 1714 850 1476 778 1024 1154 1291 1237 1439
"Solyc01g107390.4" 209 180 83 10 49 15 60 82 109 195 188 220
"Solyc01g107410.3" 469 312 167 326 312 207 187 245 300 273 235 299
"Solyc01g107420.2" 16 43 19 44 70 35 20 29 87 64 72 53
"Solyc01g107430.2" 206 287 172 896 358 733 290 388 412 19 13 19
"Solyc01g107440.2" 3 1 0 8 2 3 0 5 4 5 6 10
"Solyc01g107450.4" 165 339 308 224 72 145 87 123 108 19 20 24
"Solyc01g107460.2" 2 1 2 1 2 3 3 3 2 0 0 0
"Solyc01g107470.4" 89 97 73 53 56 60 27 40 58 29 28 26
"Solyc01g107475.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g107490.2" 36 24 19 21 1 18 0 0 1 0 0 0
"Solyc01g107510.3" 486 546 213 224 299 165 355 360 458 141 139 173
"Solyc01g107520.3" 3 3 9 2 0 1 0 1 0 0 0 5
"Solyc01g107530.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g107540.4" 0 0 0 0 0 0 2 0 0 1 0 3
"Solyc01g107550.3" 793 519 295 396 338 377 162 255 294 329 255 265
"Solyc01g107560.3" 45 39 35 26 29 37 41 51 82 38 23 17
"Solyc01g107570.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g107580.4" 17 13 3 14 8 10 16 23 24 2 0 1
"Solyc01g107590.3" 230 214 162 158 151 167 127 189 205 18 14 15
"Solyc01g107600.3" 433 587 358 312 319 413 288 296 387 236 315 344
"Solyc01g107610.4" 179 259 163 185 121 169 124 138 180 105 119 77
"Solyc01g107620.4" 88 123 90 70 63 49 45 78 95 62 41 58
"Solyc01g107630.4" 63 66 60 51 50 38 33 68 69 25 9 25
"Solyc01g107640.3" 527 827 571 857 289 585 197 236 231 217 186 310
"Solyc01g107650.3" 21 28 25 15 16 6 7 5 2 0 1 0
"Solyc01g107660.3" 237 125 89 131 96 98 27 35 66 63 41 38
"Solyc01g107670.2" 90 90 48 54 107 49 78 133 161 27 20 29
"Solyc01g107680.4" 14 17 7 9 19 12 13 16 23 5 6 3
"Solyc01g107690.4" 31 19 10 21 44 10 15 32 28 3 8 8
"Solyc01g107700.4" 174 187 134 183 164 140 153 178 247 598 535 572
"Solyc01g107710.2" 0 0 0 0 2 0 0 0 0 0 0 0
"Solyc01g107720.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g107730.3" 515 290 162 390 337 266 66 115 168 1 0 1
"Solyc01g107740.3" 131 185 120 69 181 50 237 256 306 373 387 374
"Solyc01g107750.3" 837 990 454 874 725 633 648 829 1040 889 933 1023
"Solyc01g107760.4" 6 3 1 1 0 1 0 0 0 0 0 0
"Solyc01g107780.4" 12 20 1 6 11 11 6 3 8 9 5 2
"Solyc01g107790.2" 3 2 0 0 0 0 0 0 0 0 0 0
"Solyc01g107800.4" 733 1069 568 377 275 310 190 229 330 24 6 13
"Solyc01g107810.2" 9 7 6 10 17 4 8 7 11 1 1 2
"Solyc01g107820.2" 274 297 158 35 336 45 522 632 719 172 164 176
"Solyc01g107825.1" 16 16 4 18 34 12 144 176 181 2419 1936 2021
"Solyc01g107850.4" 2 2 1 0 3 1 18 16 24 136 102 173
"Solyc01g107860.3" 536 594 420 485 271 345 246 328 373 197 160 176
"Solyc01g107870.3" 10428 10598 6136 9550 4951 7450 3899 5199 6586 4480 4187 5252
"Solyc01g107880.3" 923 1826 848 1754 817 1051 1180 1118 1560 614 656 891
"Solyc01g107890.3" 1716 1291 689 1424 1016 957 643 965 1260 16 10 7
"Solyc01g107900.3" 173 147 102 204 166 139 307 347 464 514 664 614
"Solyc01g107910.4" 138 85 34 53 139 43 42 65 96 19 14 17
"Solyc01g107920.2" 12 14 4 8 6 4 4 12 10 10 3 14
"Solyc01g107925.1" 1 0 0 2 0 0 0 0 0 0 1 0
"Solyc01g107930.3" 104 132 60 144 110 96 86 86 85 88 99 124
"Solyc01g107940.3" 88 104 47 107 122 96 67 95 142 87 102 99
"Solyc01g107950.2" 8 1 2 4 1 1 2 0 0 1 0 0
"Solyc01g107960.4" 2 1 2 2 0 1 0 0 0 0 0 0
"Solyc01g107970.1" 0 2 0 0 0 0 0 0 0 0 0 0
"Solyc01g107980.3" 146 163 69 69 65 56 36 32 52 46 47 45
"Solyc01g107990.3" 249 221 151 210 151 196 155 175 232 59 56 52
"Solyc01g108000.3" 57 47 22 29 3 23 1 6 10 2 3 2
"Solyc01g108010.3" 255 273 140 276 195 175 174 196 285 173 193 254
"Solyc01g108020.3" 174 160 126 267 67 229 35 39 60 42 42 46
"Solyc01g108030.4" 249 282 166 452 237 388 215 284 340 645 655 849
"Solyc01g150170.1" 12 7 7 5 14 4 12 14 13 3 7 7
"Solyc01g108040.1" 4 6 3 6 15 4 6 3 13 0 1 4
"Solyc01g108050.3" 14 3 4 5 17 15 8 24 20 6 5 6
"Solyc01g108060.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g108070.4" 151 180 98 175 114 102 73 75 79 22 24 30
"Solyc01g108080.4" 405 490 254 432 357 328 460 505 679 437 527 562
"Solyc01g108090.2" 0 0 1 0 0 0 0 0 0 0 0 0
"Solyc01g108100.3" 3 1 0 36 141 40 20 28 32 75 67 56
"Solyc01g108110.4" 111 134 76 118 53 66 54 48 79 44 57 68
"Solyc01g108120.3" 132 144 69 77 111 75 52 98 136 72 109 113
"Solyc01g108130.4" 108 97 42 42 51 31 28 31 57 46 42 63
"Solyc01g108140.4" 29 19 25 26 19 17 7 19 33 1 1 2
"Solyc01g108150.3" 754 879 484 972 556 741 460 497 699 511 537 726
"Solyc01g108160.3" 155 200 76 205 219 107 173 217 288 186 161 255
"Solyc01g108170.3" 1 2 0 3 5 0 0 0 0 0 0 0
"Solyc01g108180.4" 161 200 139 158 105 104 93 147 156 50 45 49
"Solyc01g108190.3" 23 17 16 15 16 10 4 17 16 18 17 13
"Solyc01g108200.3" 34 43 23 21 19 13 4 12 18 6 4 5
"Solyc01g108210.4" 57 53 14 7 34 6 16 17 34 1 1 3
"Solyc01g108220.3" 18 19 7 0 1 2 9 10 11 0 0 0
"Solyc01g108230.3" 77 172 80 75 48 58 27 46 91 24 14 33
"Solyc01g108235.1" 0 0 0 0 0 0 0 0 0 0 0 3
"Solyc01g108240.3" 569 790 365 0 60 0 35 45 75 0 0 0
"Solyc01g108250.3" 723 1209 583 459 1169 320 1868 2715 3192 1755 1831 2010
"Solyc01g108260.4" 499 641 358 389 296 404 253 347 332 117 134 133
"Solyc01g108270.4" 0 0 0 0 0 0 0 2 4 0 0 0
"Solyc01g108280.3" 441 562 367 512 315 330 309 395 415 348 413 436
"Solyc01g108290.3" 241 148 109 185 201 158 133 228 289 132 125 152
"Solyc01g108300.3" 484 269 185 426 285 333 183 241 307 210 153 203
"Solyc01g108310.4" 3 1 0 0 1 1 0 0 0 1 0 0
"Solyc01g108320.3" 0 0 1 1 4 0 2 0 1 0 0 0
"Solyc01g108330.2" 67 85 49 74 57 74 9 24 23 0 0 0
"Solyc01g108340.3" 5550 7196 4171 5312 1467 3939 626 906 1018 153 188 226
"Solyc01g108350.4" 3 2 1 1 0 1 0 0 0 0 0 0
"Solyc01g108360.4" 8 9 14 4 0 0 0 0 1 0 0 0
"Solyc01g108380.2" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g108390.3" 10 11 8 13 8 7 1 0 5 0 1 0
"Solyc01g108400.3" 50 47 22 33 17 17 8 9 14 696 689 900
"Solyc01g108410.3" 125 174 73 134 144 85 68 147 133 277 216 225
"Solyc01g108412.1" 17 15 7 9 16 10 6 7 10 11 18 21
"Solyc01g108414.1" 3 3 0 3 3 1 0 3 3 0 1 3
"Solyc01g108416.1" 34 36 18 33 39 26 7 18 25 13 15 17
"Solyc01g108418.1" 14 14 10 19 10 12 6 4 15 15 8 8
"Solyc01g108420.2" 158 236 135 274 150 185 156 123 146 157 166 152
"Solyc01g108430.3" 129 114 74 123 82 120 61 64 87 80 110 89
"Solyc01g108440.2" 43 40 9 4 12 2 3 8 8 1 1 7
"Solyc01g108450.3" 560 441 251 614 55 343 3 26 53 0 1 0
"Solyc01g108460.1" 0 0 0 0 0 0 0 2 2 0 1 0
"Solyc01g108470.3" 0 1 0 0 0 0 0 0 0 0 0 0
"Solyc01g108480.1" 0 0 0 0 0 1 0 0 0 0 0 0
"Solyc01g108490.3" 1484 872 514 640 431 515 167 251 266 2 3 5
"Solyc01g108500.4" 10524 17576 11582 12349 10758 15531 15715 17483 19692 5126 6069 5970
"Solyc01g108510.3" 68 55 21 24 62 29 21 33 47 13 17 19
"Solyc01g108513.1" 0 4 1 3 0 0 0 0 1 0 0 0
"Solyc01g108517.1" 2 1 0 1 0 1 0 0 0 0 0 0
"Solyc01g108520.2" 0 0 0 0 0 1 0 0 0 0 0 0
"Solyc01g108530.3" 167 186 156 193 143 135 69 82 142 175 149 161
"Solyc01g108540.3" 57 91 62 126 55 99 23 49 62 74 60 87
"Solyc01g108550.1" 0 1 1 0 1 0 0 1 0 0 0 0
"Solyc01g108560.4" 49 69 48 47 15 43 3 12 15 0 2 10
"Solyc01g108570.3" 61 112 81 77 44 79 26 39 45 642 279 789
"Solyc01g108580.3" 869 1448 1036 761 484 619 514 706 772 563 556 661
"Solyc01g108590.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g108600.3" 1010 1154 585 924 505 504 340 465 470 258 235 353
"Solyc01g108610.3" 12 18 18 9 10 9 2 0 7 0 0 1
"Solyc01g108620.3" 162 236 133 188 163 138 155 161 211 22 31 47
"Solyc01g108630.3" 247 183 127 132 25 87 6 5 9 16 11 21
"Solyc01g108640.1" 11 8 7 6 8 9 1 4 5 2 2 4
"Solyc01g108650.3" 53 34 30 37 26 27 11 18 23 9 6 13
"Solyc01g108660.4" 320 305 199 306 134 213 88 88 162 49 51 54
"Solyc01g108670.4" 100 121 50 62 54 12 5 11 11 3 0 0
"Solyc01g108680.4" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g108710.3" 1 1 2 0 0 4 0 0 2 0 0 0
"Solyc01g108720.2" 0 0 0 0 0 0 0 0 0 0 2 4
"Solyc01g108730.2" 0 1 0 0 0 0 0 1 0 8 2 1
"Solyc01g108740.3" 0 0 0 0 0 0 0 0 0 0 0 1
"Solyc01g108750.2" 0 0 0 0 3 0 0 0 0 5 0 2
"Solyc01g108760.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g108770.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g108775.1" 7 4 1 9 0 1 0 2 1 0 1 0
"Solyc01g108780.4" 13 12 2 31 0 20 2 1 1 0 0 0
"Solyc01g108790.3" 0 0 0 0 2 2 1 3 0 0 0 0
"Solyc01g108800.4" 5 6 4 4 0 0 0 3 0 0 3 3
"Solyc01g108810.3" 6 18 5 3 2 5 0 7 1 0 0 0
"Solyc01g108820.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g108830.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g108835.1" 0 0 0 1 0 0 0 0 0 0 0 0
"Solyc01g108840.3" 402 563 284 293 292 151 193 218 286 104 106 130
"Solyc01g108850.2" 1 2 0 1 0 0 2 0 0 0 0 0
"Solyc01g108860.3" 1 0 2 0 6 4 0 1 1 0 1 0
"Solyc01g108880.4" 8 10 7 11 6 16 5 8 8 596 526 620
"Solyc01g108890.3" 1086 1253 786 1368 740 949 582 615 765 247 311 311
"Solyc01g108900.4" 13 7 2 12 2 7 0 1 0 0 0 0
"Solyc01g108910.4" 31 35 17 484 371 430 27 39 71 454 409 385
"Solyc01g108920.4" 274 313 167 298 230 179 157 162 195 131 137 213
"Solyc01g108930.3" 254 216 164 264 257 180 105 138 203 0 6 4
"Solyc01g108940.2" 64 71 37 40 64 27 15 33 40 0 3 0
"Solyc01g108950.3" 2 8 2 3 5 5 0 0 0 3 1 1
"Solyc01g108960.1" 15 10 3 14 9 4 1 6 5 9 5 3
"Solyc01g108970.4" 2 2 2 4 0 4 1 0 4 1 1 1
"Solyc01g108990.3" 15 5 1 9 15 16 3 11 5 17 9 8
"Solyc01g109000.1" 4 7 2 5 5 2 1 3 6 7 5 4
"Solyc01g109010.3" 20 34 25 39 31 41 10 18 16 29 16 31
"Solyc01g109020.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g109030.4" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g109040.4" 294 188 158 267 95 190 22 37 59 13 4 10
"Solyc01g109050.2" 20 18 8 6 10 3 6 6 9 7 0 5
"Solyc01g109060.4" 36 49 37 94 70 52 30 69 77 17 29 32
"Solyc01g109070.2" 70 72 53 50 37 50 38 66 103 35 17 22
"Solyc01g109080.3" 260 338 100 376 260 147 161 227 254 164 165 213
"Solyc01g109090.2" 174 72 23 899 851 760 73 232 385 502 321 510
"Solyc01g109100.2" 131 116 39 429 578 380 66 112 207 146 70 67
"Solyc01g109110.3" 459 301 145 42 239 14 156 276 356 97 111 156
"Solyc01g109120.3" 10 8 3 0 0 1 7 2 5 0 2 1
"Solyc01g109125.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g109130.3" 99 147 100 99 64 72 53 55 75 61 55 74
"Solyc01g109135.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g109140.3" 0 0 0 0 0 0 2 1 0 0 1 0
"Solyc01g109150.4" 31 18 12 0 3 2 0 0 0 1 0 0
"Solyc01g109160.4" 0 2 0 0 1 0 0 0 4 6 7 11
"Solyc01g109170.3" 58 28 24 43 15 49 16 33 58 595 526 593
"Solyc01g109180.4" 350 458 237 350 295 255 113 117 172 5 8 8
"Solyc01g109190.1" 3 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g109200.4" 0 0 0 0 1 0 0 0 0 0 0 0
"Solyc01g109210.2" 2 2 3 1 5 0 2 5 6 0 1 0
"Solyc01g109220.4" 279 166 80 123 103 126 46 118 92 60 36 24
"Solyc01g109230.3" 17 25 10 20 27 36 6 4 13 4 6 4
"Solyc01g109240.3" 0 0 0 0 0 0 0 0 0 0 0 2
"Solyc01g109250.2" 114 65 40 1 23 4 12 27 34 0 1 1
"Solyc01g109260.3" 177 110 68 92 79 84 52 60 77 53 68 85
"Solyc01g109270.3" 2 1 1 3 2 1 1 0 0 1 0 0
"Solyc01g109275.1" 0 1 0 0 0 0 0 0 0 2 1 1
"Solyc01g109280.3" 361 424 238 329 289 233 218 267 357 364 322 363
"Solyc01g109290.3" 144 115 76 113 104 84 52 89 77 43 25 31
"Solyc01g109300.3" 2865 3584 1658 3850 1962 3081 1408 1718 2225 2275 2788 2945
"Solyc01g109310.3" 7 10 1 8 6 4 2 7 4 7 15 13
"Solyc01g109320.4" 0 0 0 0 1 1 2 1 2 13 22 19
"Solyc01g109330.3" 6 1 3 4 2 4 4 4 15 31 16 17
"Solyc01g109340.4" 803 1391 857 772 332 937 517 440 576 13 13 11
"Solyc01g109350.3" 1147 1281 652 1248 842 947 641 680 965 506 544 632
"Solyc01g109360.3" 1663 1446 894 1092 1237 1055 1041 1422 1788 862 849 1004
"Solyc01g109370.3" 65 86 53 43 39 50 19 15 38 0 1 0
"Solyc01g109380.3" 174 153 63 135 108 97 25 19 20 2 3 7
"Solyc01g109390.3" 6594 3351 2123 1148 392 924 4 22 19 0 3 2
"Solyc01g109400.3" 384 367 316 214 163 191 133 214 267 97 112 113
"Solyc01g109410.4" 1612 1549 918 1293 950 843 671 850 1102 683 613 575
"Solyc01g109420.3" 4 8 4 1 4 7 7 9 10 19 21 25
"Solyc01g109430.3" 5 9 5 3 1 1 0 0 0 0 0 0
"Solyc01g109440.2" 3 4 4 2 2 2 0 0 2 0 0 1
"Solyc01g109450.3" 80 68 41 50 32 61 23 25 29 30 33 22
"Solyc01g109460.3" 304 418 252 134 95 117 237 308 298 18 13 11
"Solyc01g109470.3" 0 0 0 0 0 0 0 1 0 0 0 0
"Solyc01g109490.4" 6 0 5 5 0 1 0 1 4 0 0 0
"Solyc01g109500.4" 1681 999 578 989 271 674 9 11 22 1 1 1
"Solyc01g150171.1" 0 0 0 0 0 0 0 0 0 2 0 0
"Solyc01g109510.3" 891 759 406 835 518 614 395 525 601 353 345 434
"Solyc01g109520.3" 1962 3014 1975 2079 1272 1790 1436 1748 2126 1833 1960 2053
"Solyc01g109530.3" 0 0 0 0 0 0 0 0 0 0 0 1
"Solyc01g109540.4" 3035 3385 1781 2042 1356 1311 1142 1572 1851 474 480 591
"Solyc01g109550.2" 2 1 1 4 3 0 1 0 0 0 0 1
"Solyc01g109560.3" 449 530 292 336 257 249 217 301 327 288 269 376
"Solyc01g109570.4" 965 1616 943 743 504 490 803 869 972 202 180 231
"Solyc01g109580.4" 380 524 310 200 99 167 87 120 147 4 0 1
"Solyc01g109590.3" 620 804 486 1103 630 874 544 556 672 153 165 226
"Solyc01g109600.4" 126 149 91 328 202 228 176 187 244 139 108 91
"Solyc01g109610.4" 5 7 5 7 6 2 0 0 1 0 0 0
"Solyc01g109615.1" 1 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g109620.3" 1083 703 461 807 421 688 232 343 415 328 281 355
"Solyc01g109630.4" 49 40 17 58 55 43 14 35 35 15 18 19
"Solyc01g109640.3" 157 93 41 57 90 61 43 59 68 28 28 41
"Solyc01g109650.3" 122 79 53 79 57 35 32 58 48 49 27 54
"Solyc01g109660.2" 3233 6080 4152 8990 6425 7135 5834 5881 7513 4542 4565 3940
"Solyc01g109670.3" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g109680.3" 93 43 19 23 78 35 29 56 84 109 63 79
"Solyc01g109690.1" 0 0 0 0 0 0 0 0 0 0 0 0
"Solyc01g109700.3" 169 95 45 64 128 32 25 28 47 2 7 8
"Solyc01g109710.3" 332 367 189 122 152 96 115 141 189 213 288 218
